,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,36567,38038,38993,39544,38877,16840,2144,207,10,511,1049,712,154,116,634,565,2045,2251,1647,5156,11887,19523,13341,16990
1,3199,1886,998,453,1107,14262,5193,779,150,2028,3449,2454,752,743,2240,2476,5905,5785,4794,9964,13772,13010,13788,12135
2,207,75,6,3,16,6292,7243,1802,537,4216,5966,4636,2111,2064,4496,4664,8169,8057,7646,10188,8381,5259,7974,6157
3,24,1,1,0,0,1887,7028,2749,967,6105,7557,6724,3594,3619,6415,6573,8436,8138,8215,7326,3803,1680,3305,2786
4,3,0,2,0,0,531,6311,3500,1768,6651,7136,7320,5055,5169,6935,6750,6326,6226,6953,4020,1533,393,1121,1137
5,0,0,0,0,0,169,4577,4184,2839,6319,5651,6128,6110,5911,6240,6206,4176,4402,4874,2048,418,100,361,483
6,0,0,0,0,0,19,3145,4529,3534,5039,3926,4972,5732,5827,4869,4798,2487,2600,2941,889,164,29,91,176
7,0,0,0,0,0,0,1970,4339,4026,3698,2582,3113,4990,4991,3375,3284,1357,1390,1534,298,36,4,19,80
8,0,0,0,0,0,0,1107,3906,4343,2415,1446,1839,4032,4025,2190,2010,603,636,773,89,4,2,0,37
9,0,0,0,0,0,0,653,3208,4301,1488,691,1058,2818,2891,1324,1318,311,292,395,16,2,0,0,13
10,0,0,0,0,0,0,322,2729,3777,717,341,548,1896,1866,631,622,124,121,154,1,0,0,0,5
11,0,0,0,0,0,0,153,2287,3244,426,115,277,1243,1244,348,396,39,64,48,0,0,0,0,0
12,0,0,0,0,0,0,85,1729,2739,228,69,122,701,707,175,173,12,25,23,1,0,0,0,1
13,0,0,0,0,0,0,37,1196,2220,99,17,67,411,425,81,106,8,12,3,4,0,0,0,0
14,0,0,0,0,0,0,29,1569,2955,51,5,24,297,296,42,41,2,1,0,0,0,0,0,0
