,hyper_mu_mu,hyper_mu_mu_interval__,hyper_mu_sd,hyper_mu_sd_interval__,mu,mu_log__,y_pred
0,14.712796700110719,1.0234282096137846,15.169897546493587,1.144445360300114,7.140994817672118,1.9658520968521203,6
1,7.223371579920496,-0.5702957755155579,7.395535142514457,-0.5331746459615642,6.43028827021266,1.861019369314999,6
2,8.63267006157881,-0.27518959603080334,3.400947349905423,-1.5852915993261107,6.634062196660304,1.8922173159196067,6
3,8.63267006157881,-0.27518959603080334,3.400947349905423,-1.5852915993261107,6.634062196660304,1.8922173159196067,6
4,8.723464397139509,-0.2567076192198817,7.682675623977619,-0.47203888222292706,6.895486228139498,1.9308670277059115,6
5,16.540182905624548,1.5645770231404994,15.619148816439152,1.2712546100867859,6.502631944176005,1.8722070094344587,6
6,8.4297301056075,-0.31667411246108723,6.781765568868783,-0.667359796200404,6.449585191575898,1.8640158173560337,4
7,8.235356150327846,-0.35666213863552393,5.628925737079168,-0.9372988411534638,6.339154964643823,1.84674547323194,4
8,9.957097608132715,-0.00858053101856876,6.434775651495394,-0.7457925081028787,6.4688472018404335,1.8669979167242157,3
9,5.495334741614296,-0.9705708361449017,3.379419766131644,-1.5929376726694655,6.669180476436542,1.8974969852777834,6
10,11.91816141676596,0.38844401210256974,12.353833664523073,0.47976204347210444,6.718893867269057,1.904923537901522,8
11,4.972977618579121,-1.1058312933211347,6.470568026870661,-0.737603559920611,6.784371470096603,1.9146216537854035,7
12,5.744898314523458,-0.9088026443369664,1.6396668524084945,-2.4156994478960523,6.908905727313852,1.932811264503137,7
13,8.587068938470647,-0.284489556312,3.1747766627900975,-1.667641862128871,6.85543904734957,1.9250423587167098,7
14,10.387181741402749,0.07747507798830178,2.609790523411326,-1.896637415216645,6.894498966854622,1.9307238424489872,7
15,6.244637205671262,-0.7897057211571364,11.869007768461264,0.37824765177859865,6.396920095450642,1.8558166394490223,5
16,9.77957822960646,-0.04409149573308213,9.912449233151028,-0.0175106007827735,5.893412548268601,1.7738352098993442,4
17,10.505959391663966,0.1012783598893443,10.597628353207737,0.11966827551782622,5.824788700687343,1.7621227242337136,7
18,7.021741289705982,-0.6142643162816664,6.9729692453319,-0.6249853498599913,6.5265346817577665,1.8758761258228995,7
19,3.8306208941647464,-1.4400923715317222,5.0142869257493565,-1.094806062486787,6.860698594378039,1.9258092724680351,7
20,18.217034104154315,2.3240788848548948,12.382434751752703,0.48582211866092084,6.929957926383518,1.9358537419544524,7
21,4.871038632862963,-1.1333036922054451,8.995007589081062,-0.20167931427309105,6.7236561073395515,1.9056320701783172,5
22,17.33503540414892,1.8725388488148926,11.788937795349186,0.3616793223283585,6.798731135576875,1.9167359970612594,5
23,14.873903487772113,1.06526377786174,12.775360739532362,0.5700210702143099,6.7501355686825955,1.909562588932026,5
24,8.194135062558207,-0.36517777449725497,5.2094591651260025,-1.0435118003594575,6.839237581458925,1.9226762607228203,5
25,5.634230776107234,-0.9359876095353463,6.311840985964209,-0.7741037626733458,6.766612229460815,1.9120005524400028,5
26,19.633310187208497,3.9804666081300932,18.992332169333622,2.9363967454029094,6.893013698476124,1.9305083912040388,5
27,1.0388643877404704,-2.9042632085014604,3.100487612553589,-1.6957253752051922,6.842922566239243,1.9232149161441336,5
28,2.0476267630742977,-2.1710408739750564,2.8015199455848827,-1.8146589033783358,6.908564521350462,1.9327618768862551,5
29,5.7840022206226935,-0.8992720658649895,12.886342495543063,0.594151500760624,6.669682711366567,1.8975722892858076,10
30,13.801471319926232,0.8004632496427578,9.787012589894372,-0.04260392503057242,6.818935417161177,1.9197033624804931,7
31,8.394028050286746,-0.32399928227483776,7.04852887760521,-0.6083904566720963,6.948471892320903,1.9385217637928918,8
32,14.518928351194496,0.97415256346613,8.708698748450892,-0.2597102462405807,6.641475982670875,1.893334225333167,8
33,17.173795367076796,1.8044500044632166,14.224109380653116,0.9012459042903881,6.6671462401090755,1.8971919183149715,8
34,14.221082499471123,0.9005091651173487,11.697270011212872,0.34277110716870807,6.955737889025151,1.939566914503349,8
35,7.9927733140572235,-0.40697089466918784,3.613219108675083,-1.5118758717373282,7.034847977742334,1.9508760809145762,11
36,8.120891604007381,-0.38034130868085747,1.2655536932072597,-2.694854149305408,7.416317633414543,2.003682658173544,11
37,5.989305414443916,-0.8498454890793564,2.3558368250691966,-2.0135090263000466,7.500444240768462,2.0149622508905747,11
38,8.161304753140652,-0.3719693722263494,4.471733655773474,-1.2448858223439572,7.2409698324216984,1.9797551521808663,5
39,7.068693078448125,-0.6039756560747366,2.1700785666396123,-2.10611465271409,6.806498112344544,1.9178777606390578,5
40,4.805610816418456,-1.1511420717010252,2.8050789041151254,-1.813182386702861,6.927770183339439,1.9355379985591523,7
41,7.968731576109652,-0.41198363248481096,1.3785493996220373,-2.603282387693599,6.869555911439321,1.9270994624330033,4
42,8.168421989948621,-0.3704963162999203,5.821914383168355,-0.8900683666516767,7.3529191657902535,1.995097399789079,8
43,7.363621517549826,-0.5400279694649617,4.595450069030278,-1.2095962172763999,7.252356047024369,1.9813263880779801,8
