,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
y_pred,2.2371166666666666,1.6886658500294116,0.016691246125506095,0.0,5.0,10055.820806991633,1.0005314150711255
alpha,8.530174235107625,1.1267328974692181,0.0061848407447945885,6.322194180134135,9.999970094176259,41279.044709420414,1.000003822609187
mu,2.231541660312143,0.1036654703119222,0.000594397114691591,2.032364786156336,2.437282965253988,30979.423696188598,1.0000800564869763
