,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
y_pred,2.35877,7.619273035342676,0.22063905593836966,0.0,9.0,1117.2500171663767,1.0022420719417366
alpha,3.8601976396989013,3.0860381802220975,0.008908148138787857,3.0032857202598e-06,9.282859147463736,137318.6640928255,1.000002164098818
mu,2.361123336097443,2.4856850794346625,0.011191236773476911,7.145404900366095e-06,8.073834131058923,40317.17331691257,1.0000421632315084
