,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,45,50,51,52,49,12,4,2,1,1,1,1,0,0,0,1,2,4,3,5,16,25,22,26
1,6,2,1,0,3,28,1,1,0,3,5,5,1,1,3,5,7,10,13,14,18,16,9,12
2,1,0,0,0,0,9,14,5,1,2,12,3,1,1,3,4,13,6,7,11,7,9,12,8
3,0,0,0,0,0,3,11,1,2,9,5,10,5,5,7,7,7,12,9,8,7,1,7,6
4,0,0,0,0,0,0,10,1,1,6,10,11,4,4,11,7,9,10,8,8,4,1,0,0
5,0,0,0,0,0,0,5,5,1,15,9,7,5,11,11,6,8,6,3,4,0,0,2,0
6,0,0,0,0,0,0,3,2,3,7,5,8,14,8,5,9,5,2,6,1,0,0,0,0
7,0,0,0,0,0,0,2,3,7,6,4,4,6,5,3,4,1,1,1,0,0,0,0,0
8,0,0,0,0,0,0,1,7,2,0,1,1,5,6,3,5,0,1,2,0,0,0,0,0
9,0,0,0,0,0,0,0,7,7,2,0,1,3,6,1,3,0,0,0,1,0,0,0,0
10,0,0,0,0,0,0,1,5,7,1,0,1,2,3,3,1,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,5,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,3,5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
