,Start Date,Start Time Zone,End Date,End Time Zone,Total Duration (hh:mm:ss),Charging Time (hh:mm:ss),Energy (kWh),GHG Savings (kg),Gasoline Savings (gallons),Port Type,Port Number,Plug Type,EVSE ID,Fee,Ended By,Plug In Event Id,Start SOC,End SOC
64,2018-05-06 06:52:27,,2018-05-06 08:36:34,,0 days 01:44:07.000000000,0 days 01:43:44.000000000,35.94,,,DC Fast,1B,,158787,,Plug Out at Station,1525611141,,
65,2018-05-09 11:57:59,,2018-05-09 12:38:32,,0 days 00:40:33.000000000,0 days 00:39:56.000000000,23.676,,,DC Fast,1B,,158787,,Customer,50,,
66,2018-05-10 18:12:17,,2018-05-10 19:10:18,,0 days 00:58:01.000000000,0 days 00:56:48.000000000,37.955,,,DC Fast,1B,,158787,,Outlet Offline,51,,
67,2018-05-13 13:39:41,,2018-05-13 14:52:35,,0 days 01:12:54.000000000,0 days 01:12:27.000000000,44.226000000000006,,,DC Fast,1B,,158787,,Plug Out at Station,52,,
68,2018-05-22 20:53:22,,2018-05-22 21:35:10,,0 days 00:41:48.000000000,0 days 00:41:16.000000000,16.48,,,DC Fast,1A,,158787,,Plug Out at Station,1527043995,,
69,2018-05-23 23:28:49,,2018-05-24 01:12:06,,0 days 01:43:17.000000000,0 days 01:43:07.000000000,42.367,,,DC Fast,1B,,158787,,Plug Out at Station,1527139723,,
70,2018-05-25 12:41:13,,2018-05-25 13:18:43,,0 days 00:37:30.000000000,0 days 00:37:24.000000000,22.594,,,DC Fast,1B,,158787,,Customer,63,,
71,2018-05-31 17:40:04,,2018-05-31 19:08:26,,0 days 01:28:22.000000000,0 days 01:26:24.000000000,43.048,,,DC Fast,1B,,158787,,Plug Out at Station,64,,
72,2018-06-01 19:40:17,,2018-06-01 20:07:29,,0 days 00:27:12.000000000,0 days 00:23:44.000000000,16.838,,,DC Fast,1B,,158787,,Timeout,1527903612,,
73,2018-06-03 19:17:59,,2018-06-03 20:11:26,,0 days 00:53:27.000000000,0 days 00:51:48.000000000,35.957,,,DC Fast,1B,,158787,,Customer,65,,
74,2018-06-03 20:11:51,,2018-06-03 20:37:22,,0 days 00:25:31.000000000,0 days 00:25:04.000000000,11.262,,,DC Fast,1B,,158787,,Customer,66,,
75,2018-06-26 18:22:34,,2018-06-26 18:39:57,,0 days 00:17:23.000000000,0 days 00:16:32.000000000,10.912,,,DC Fast,1B,,158787,,Outlet Offline,67,,
76,2018-06-26 18:56:54,,2018-06-26 19:22:50,,0 days 00:25:56.000000000,0 days 00:24:56.000000000,15.279000000000002,,,DC Fast,1B,,158787,,Outlet Offline,68,,
77,2018-06-26 19:31:52,,2018-06-26 19:45:16,,0 days 00:13:24.000000000,0 days 00:11:00.000000000,7.0760000000000005,,,DC Fast,1B,,158787,,Timeout,1530063106,,
78,2018-06-27 15:39:55,,2018-06-27 15:53:23,,0 days 00:13:28.000000000,0 days 00:13:20.000000000,9.282,,,DC Fast,1B,,158787,,Plug Out at Station,69,,
79,2018-06-27 17:45:04,,2018-06-27 21:23:47,,0 days 03:38:43.000000000,0 days 03:37:27.000000000,54.33,,,DC Fast,1B,,158787,,Plug Out at Station,1530143098,,
80,2018-06-30 19:24:09,,2018-06-30 20:10:16,,0 days 00:46:07.000000000,0 days 00:45:44.000000000,25.118000000000002,,,DC Fast,1B,,158787,,Plug Out at Station,1530408242,,
81,2018-07-01 18:28:37,,2018-07-01 18:30:37,,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0.0,,,,0,,158787,,Timeout,1530491310,,
82,2018-07-02 04:14:36,,2018-07-02 05:28:37,,0 days 01:14:01.000000000,0 days 01:13:56.000000000,23.285999999999998,,,DC Fast,1B,,158787,,Customer,70,,
83,2018-07-18 20:16:40,,2018-07-18 21:13:24,,0 days 00:56:44.000000000,0 days 00:56:16.000000000,18.785,,,DC Fast,1A,,158787,,Plug Out at Station,1531966592,,
84,2018-07-19 09:40:50,,2018-07-19 09:41:31,,0 days 00:00:41.000000000,0 days 00:00:32.000000000,0.135,,,DC Fast,1B,,158787,,Customer,71,,
85,2018-07-19 10:02:23,,2018-07-19 10:08:52,,0 days 00:06:29.000000000,0 days 00:00:48.000000000,0.327,,,DC Fast,1B,,158787,,Plug Out at Station,1532016137,,
86,2018-07-19 10:10:47,,2018-07-19 10:41:36,,0 days 00:30:49.000000000,0 days 00:30:24.000000000,18.783,,,DC Fast,1B,,158787,,Plug Out at Station,1532016642,,
87,2018-07-19 10:56:04,,2018-07-19 10:56:42,,0 days 00:00:38.000000000,0 days 00:00:00.000000000,0.0,,,DC Fast,1B,,158787,,Customer,72,,
88,2018-07-19 11:08:36,,2018-07-19 11:08:59,,0 days 00:00:23.000000000,0 days 00:00:00.000000000,0.0,,,DC Fast,1B,,158787,,Customer,73,,
89,2018-07-19 11:10:39,,2018-07-19 12:28:12,,0 days 01:17:33.000000000,0 days 01:17:24.000000000,42.455,,,DC Fast,1B,,158787,,Plug Out at Station,74,,
