,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
y_pred,4.63989,2.657809396457918,0.006729354603154746,0.0,10.0,151048.7870364082,1.0000174346813469
alpha,9.06708734751586,0.7667534666748397,0.0010625060385844667,7.542901871186754,9.999994664100404,563761.1875270755,1.0000062380907513
mu,4.64397673318918,0.1645891381922638,0.00026390089687157637,4.325886804723517,4.97075149154073,406188.3376684915,0.9999979887492989
