,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,361573,380583,390526,396706,385931,165845,21145,2100,274,5428,10958,6880,1595,1361,5885,7181,21800,24544,18964,51901,123414,193193,137050,171114
1,35845,18633,9278,3267,13625,142114,52132,8397,1654,20018,35744,25983,8141,7314,22732,24881,57492,60149,51596,96899,133599,130904,135618,123155
2,2445,723,193,27,412,64213,71663,17540,4686,42471,61833,49483,19806,19821,43611,47000,81583,81595,77231,99120,84008,53388,77492,62370
3,134,52,3,0,28,21073,74166,27271,10588,61047,74995,67835,35926,36193,61279,63315,81853,80337,80496,72611,37865,16365,32968,26700
4,3,9,0,0,4,5383,62516,36082,18677,67428,72079,71095,48853,51469,67356,65840,64248,62499,66530,42558,14393,4604,11568,10293
5,0,0,0,0,0,1047,46173,41681,27674,63185,57570,61390,57325,58520,62906,59453,42834,41174,45687,21172,4816,1203,3774,3966
6,0,0,0,0,0,256,30532,43241,36056,50123,39018,46313,56221,58737,49109,47388,25151,25211,28313,9645,1335,243,1094,1594
7,0,0,0,0,0,58,18493,41663,40663,37063,23376,31512,49439,51105,35057,34252,13353,13188,15602,3884,384,82,346,490
8,0,0,0,0,0,11,10893,38532,43162,23685,12868,18553,41287,41525,22499,21538,6741,6295,8584,1476,118,13,75,177
9,0,0,0,0,0,0,5945,33554,41734,14095,6304,10726,30346,29040,13669,13485,2879,2886,4001,483,57,5,13,63
10,0,0,0,0,0,0,2984,27013,38708,7719,2932,5409,20368,19241,7772,7573,1154,1220,1801,175,8,0,1,51
11,0,0,0,0,0,0,1668,21240,33680,4146,1358,2785,13166,11766,4133,4001,542,527,722,47,3,0,1,16
12,0,0,0,0,0,0,811,17186,27131,1970,586,1184,7797,6636,2099,2204,243,239,291,17,0,0,0,7
13,0,0,0,0,0,0,468,12721,21839,915,227,501,4506,3638,1076,1039,71,89,98,5,0,0,0,4
14,0,0,0,0,0,0,330,16453,28634,566,141,288,3832,2785,713,688,52,39,80,4,0,0,0,0
