,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
y_pred,3.15959,2.0739270796968734,0.005664363953702127,0.0,7.0,140944.04300126212,1.000010736852088
alpha,8.660584257157529,1.0274130570380589,0.0017433974556663328,6.66335482599289,9.999999501152615,438002.8075408292,1.0000010742307588
mu,3.1597161131419766,0.1287960870664615,0.0001762077155537314,2.9107370632767324,3.4155034325727107,409947.9620065586,0.9999978203623283
