,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,36828,37917,39026,39653,38788,17090,1248,25,7,339,711,476,85,92,313,446,1500,1606,1254,4571,10926,18511,12699,14386
1,3049,2023,969,344,1200,14215,4203,153,32,1607,3167,2130,530,514,1779,2000,5342,5467,4324,9540,14309,14042,14726,14567
2,121,60,5,3,12,6349,7222,647,175,3681,5785,4732,1737,1579,4054,4310,8147,8257,7438,11388,9118,5651,8479,7534
3,2,0,0,0,0,1861,8502,1588,489,6128,7929,6742,3387,3397,6469,6685,8933,8795,8699,7575,3971,1460,3031,2556
4,0,0,0,0,0,386,7413,2844,1088,7163,7563,7493,5020,5057,7454,7409,7227,6922,7528,4163,1277,284,859,780
5,0,0,0,0,0,80,5351,4308,2109,6976,6270,6705,6211,6337,7008,6905,4625,4469,5130,1837,339,44,169,159
6,0,0,0,0,0,19,3175,5296,3310,5640,4104,5188,6579,6393,5348,5204,2399,2487,3008,636,41,8,36,18
7,0,0,0,0,0,0,1594,6147,4515,3844,2435,3129,5640,5590,3498,3311,1103,1179,1598,209,17,0,1,0
8,0,0,0,0,0,0,783,5462,5210,2446,1219,1852,4181,4418,2060,1958,469,528,549,56,2,0,0,0
9,0,0,0,0,0,0,342,4430,5395,1220,531,948,2940,2941,1145,959,155,200,346,16,0,0,0,0
10,0,0,0,0,0,0,117,3321,4980,564,159,402,1906,1785,472,514,73,72,99,9,0,0,0,0
11,0,0,0,0,0,0,39,2401,4216,245,80,126,924,980,266,202,21,16,16,0,0,0,0,0
12,0,0,0,0,0,0,10,1492,3070,91,36,51,479,515,91,72,3,2,8,0,0,0,0,0
13,0,0,0,0,0,0,1,901,2098,47,11,19,222,214,21,19,3,0,3,0,0,0,0,0
14,0,0,0,0,0,0,0,739,2316,9,0,7,137,160,21,6,0,0,0,0,0,0,0,0
