,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
y_pred__634,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__635,10.23,0.6380438856379699,0.0630158710167526,10.0,12.0,,1.1091950184030641
y_pred__636,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__637,9.81,0.5512712580935095,0.05421254467371921,8.0,10.0,,1.1474967400707097
y_pred__638,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__639,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__640,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__641,10.08,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__642,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__643,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__644,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__645,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__646,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__647,10.07,0.6746109990209183,0.0667158152164837,10.0,12.0,,1.1892374507581376
y_pred__648,10.27,0.7662245101796218,0.07596709814123478,10.0,12.0,,1.0873985456996416
y_pred__649,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__650,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__651,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__652,10.19,0.5512712580935095,0.05421254467371921,10.0,12.0,,1.1474967400707097
y_pred__653,10.0,0.0,0.0,10.0,10.0,,
y_pred__654,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__655,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__656,10.0,0.0,0.0,10.0,10.0,,
y_pred__657,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__658,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__659,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__660,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__661,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__662,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__663,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__664,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__665,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__666,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__667,9.995,0.4847421995246548,0.04821566135603659,10.0,11.0,,1.1530544264835845
y_pred__668,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__669,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__670,10.0,0.0,0.0,10.0,10.0,,
y_pred__671,10.0,0.0,0.0,10.0,10.0,,
y_pred__672,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__673,9.88,0.5878775382679629,0.058787753826796275,10.0,10.0,,1.085620296683619
y_pred__674,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__675,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__676,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__677,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__678,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__679,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__680,10.11,0.5726255320888172,0.0563826214360418,10.0,12.0,,1.202829177213726
y_pred__681,10.19,0.5512712580935095,0.05421254467371921,10.0,12.0,,1.1474967400707097
y_pred__682,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__683,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__684,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__685,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__686,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__687,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__688,9.81,0.5512712580935095,0.05421254467371921,8.0,10.0,,1.1474967400707097
y_pred__689,9.995,0.4847421995246548,0.04821566135603659,10.0,11.0,,1.1530544264835845
y_pred__690,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__691,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__692,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__693,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__694,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__695,10.225,0.790174031463955,0.07758060324591451,10.0,13.0,,1.189237450758138
y_pred__696,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__697,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__698,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__699,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__700,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__701,10.08,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__702,10.0,0.0,0.0,10.0,10.0,,
y_pred__703,10.0,0.0,0.0,10.0,10.0,,
y_pred__704,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__705,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__706,10.0,0.0,0.0,10.0,10.0,,
y_pred__707,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__708,9.89,0.5726255320888172,0.0563826214360418,8.0,10.0,,1.202829177213726
y_pred__709,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__710,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__711,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__712,10.0,0.0,0.0,10.0,10.0,,
y_pred__713,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__714,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__715,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__716,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__717,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__718,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__719,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__720,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__721,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__722,10.0,0.0,0.0,10.0,10.0,,
y_pred__723,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__724,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__725,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__726,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__727,10.0,0.0,0.0,10.0,10.0,,
y_pred__728,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__729,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__730,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__731,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__732,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__733,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__734,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__735,10.005,0.4847421995246548,0.04821566135603659,9.0,10.0,,1.1530544264835845
y_pred__736,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__737,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__738,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__739,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__740,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__741,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__742,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__743,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__744,10.0,0.0,0.0,10.0,10.0,,
y_pred__745,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__746,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__747,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__748,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__749,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__750,9.81,0.5512712580935095,0.05421254467371921,8.0,10.0,,1.1474967400707097
y_pred__751,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__752,10.0,0.0,0.0,10.0,10.0,,
y_pred__753,10.0,0.0,0.0,10.0,10.0,,
y_pred__754,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__755,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__756,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__757,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__758,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__759,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__760,9.88,0.5878775382679629,0.058787753826796275,10.0,10.0,,1.085620296683619
y_pred__761,10.0,0.0,0.0,10.0,10.0,,
y_pred__762,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__763,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__764,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__765,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__766,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__767,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__768,10.0,0.0,0.0,10.0,10.0,,
y_pred__769,10.0,0.0,0.0,10.0,10.0,,
y_pred__770,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__771,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__772,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__773,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__774,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__775,10.19,0.5512712580935095,0.05421254467371921,10.0,12.0,,1.1474967400707097
y_pred__776,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__777,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__778,9.97,0.8118497397917921,0.08056674251823763,8.0,10.0,,1.169579279427654
y_pred__779,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__780,10.08,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__781,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__782,9.81,0.5512712580935095,0.05421254467371921,8.0,10.0,,1.1474967400707097
y_pred__783,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__784,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__785,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__786,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__787,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__788,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__789,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__790,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__791,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__792,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__793,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__794,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__795,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__796,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__797,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__798,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__799,10.0,0.0,0.0,10.0,10.0,,
y_pred__800,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__801,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__802,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__803,10.0,0.0,0.0,10.0,10.0,,
y_pred__804,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__805,10.08,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__806,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__807,10.0,0.0,0.0,10.0,10.0,,
y_pred__808,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__809,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__810,10.08,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__811,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__812,10.19,0.5512712580935095,0.05421254467371921,10.0,12.0,,1.1474967400707097
y_pred__813,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__814,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__815,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__816,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__817,10.0,0.0,0.0,10.0,10.0,,
y_pred__818,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__819,10.005,0.4847421995246548,0.04821566135603659,9.0,10.0,,1.1530544264835845
y_pred__820,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__821,10.0,0.0,0.0,10.0,10.0,,
y_pred__822,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__823,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__824,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__825,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__826,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__827,9.89,0.5726255320888172,0.0563826214360418,8.0,10.0,,1.202829177213726
y_pred__828,9.88,0.5878775382679629,0.058787753826796275,10.0,10.0,,1.085620296683619
y_pred__829,10.0,0.0,0.0,10.0,10.0,,
y_pred__830,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__831,9.995,0.4847421995246548,0.04821566135603659,10.0,11.0,,1.1530544264835845
y_pred__832,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__833,10.0,0.0,0.0,10.0,10.0,,
y_pred__834,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__835,10.0,0.0,0.0,10.0,10.0,,
y_pred__836,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__837,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__838,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__839,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__840,9.995,0.4847421995246548,0.04821566135603659,10.0,11.0,,1.1530544264835845
y_pred__841,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__842,10.155,0.4593201497866164,0.04565906262725945,10.0,11.0,,1.0770478646414616
y_pred__843,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__844,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__845,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__846,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__847,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__848,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__849,9.81,0.5512712580935095,0.05421254467371921,8.0,10.0,,1.1474967400707097
y_pred__850,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__851,9.81,0.5512712580935095,0.05421254467371921,8.0,10.0,,1.1474967400707097
y_pred__852,10.0,0.0,0.0,10.0,10.0,,
y_pred__853,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__854,10.0,0.0,0.0,10.0,10.0,,
y_pred__855,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__856,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__857,10.0,0.0,0.0,10.0,10.0,,
y_pred__858,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__859,10.0,0.0,0.0,10.0,10.0,,
y_pred__860,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__861,10.11,0.5726255320888172,0.0563826214360418,10.0,12.0,,1.202829177213726
y_pred__862,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__863,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__864,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__865,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__866,9.81,0.5512712580935095,0.05421254467371921,8.0,10.0,,1.1474967400707097
y_pred__867,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__868,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__869,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__870,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__871,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__872,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__873,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__874,10.11,0.5726255320888172,0.0563826214360418,10.0,12.0,,1.202829177213726
y_pred__875,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__876,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__877,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__878,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__879,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__880,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__881,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__882,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__883,10.0,0.0,0.0,10.0,10.0,,
y_pred__884,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__885,9.89,0.5726255320888172,0.0563826214360418,8.0,10.0,,1.202829177213726
y_pred__886,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__887,10.12,0.5878775382679629,0.058787753826796275,10.0,10.0,,1.085620296683619
y_pred__888,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__889,9.93,0.6746109990209183,0.0667158152164837,8.0,10.0,,1.1892374507581376
y_pred__890,10.0,0.0,0.0,10.0,10.0,,
y_pred__891,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__892,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__893,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__894,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__895,10.0,0.0,0.0,10.0,10.0,,
y_pred__896,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__897,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__898,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__899,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__900,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__901,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__902,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__903,10.0,0.0,0.0,10.0,10.0,,
y_pred__904,10.155,0.4593201497866164,0.04565906262725945,10.0,11.0,,1.0770478646414616
y_pred__905,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__906,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__907,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__908,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__909,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__910,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__911,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__912,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__913,9.93,0.6746109990209183,0.0667158152164837,8.0,10.0,,1.1892374507581376
y_pred__914,10.0,0.0,0.0,10.0,10.0,,
y_pred__915,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__916,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__917,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__918,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__919,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__920,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__921,10.11,0.5726255320888172,0.0563826214360418,10.0,12.0,,1.202829177213726
y_pred__922,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__923,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__924,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__925,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__926,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__927,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__928,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__929,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__930,10.0,0.0,0.0,10.0,10.0,,
y_pred__931,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__932,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__933,10.005,0.4847421995246548,0.04821566135603659,9.0,10.0,,1.1530544264835845
y_pred__934,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__935,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__936,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__937,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__938,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__939,10.08,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__940,10.0,0.0,0.0,10.0,10.0,,
y_pred__941,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__942,10.0,0.0,0.0,10.0,10.0,,
y_pred__943,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__944,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__945,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__946,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
