,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,35824,38003,38813,39553,38471,16669,2181,190,73,843,1526,1116,299,309,829,881,2592,2695,2331,5506,12487,18929,13361,17324
1,3898,1940,1124,441,1488,14191,5384,747,272,2817,4245,3097,1374,1283,2733,2878,6202,6203,5481,9770,13551,13339,13613,12391
2,254,57,63,6,33,6325,7070,1672,718,4397,6440,5307,2623,2769,4721,5075,7987,8032,7801,9486,7959,5314,7777,6205
3,24,0,0,0,3,2049,7291,3112,1366,6068,7116,6366,4086,4147,5937,6174,7706,7834,7362,7177,3821,1779,3373,2578
4,0,0,0,0,5,575,6096,3341,2249,6402,6280,6462,4615,5098,6370,6520,6139,5947,6351,4152,1439,491,1225,949
5,0,0,0,0,0,159,4641,4209,3056,5609,5226,5362,5229,5140,5548,5458,4085,3947,4579,2137,477,114,473,364
6,0,0,0,0,0,30,2995,4283,3375,4471,3691,4210,4766,5005,4475,4252,2482,2445,2810,1086,210,32,140,146
7,0,0,0,0,0,2,1890,4036,3904,3479,2416,3083,4335,4218,3268,3220,1415,1450,1616,435,40,2,31,35
8,0,0,0,0,0,0,1128,3643,3972,2358,1448,2068,3589,3507,2352,2169,727,663,850,160,11,0,6,8
9,0,0,0,0,0,0,656,3285,3670,1479,751,1216,2879,2714,1503,1385,358,374,484,62,5,0,1,0
10,0,0,0,0,0,0,300,2742,3439,886,423,760,2011,2036,1001,859,175,242,154,19,0,0,0,0
11,0,0,0,0,0,0,214,2281,2910,548,253,417,1409,1387,556,500,94,99,108,10,0,0,0,0
12,0,0,0,0,0,0,85,1896,2544,312,105,259,1041,866,293,271,25,48,36,0,0,0,0,0
13,0,0,0,0,0,0,37,1220,2114,177,49,146,618,578,143,142,7,17,21,0,0,0,0,0
14,0,0,0,0,0,0,23,1712,2935,116,25,88,745,578,185,148,6,3,15,0,0,0,0,0
