,hyper_mu_mu,hyper_mu_mu_interval__,hyper_mu_sd,hyper_mu_sd_interval__,mu,mu_log__,y_pred
8227,9.24178303062283,-0.15193499611701067,14.052905757002375,0.8599264520930817,1.2074151356574607,0.18848182304574546,2
8228,3.1449425395061423,-1.6788551382287407,3.7446197074780265,-1.4681038838222222,1.4655192490532063,0.3822096158851465,3
8229,12.284887444306797,0.4651887689779089,12.316664297735292,0.47189937729536624,1.3626966791993353,0.30946558884349123,2
8230,10.28751403231121,0.057518659093413194,15.125514317160103,1.1323684098508302,1.4262087498725688,0.35501969968830255,0
8231,12.594964809353382,0.5311369157932166,15.11530171396966,1.1296000690244503,1.3618581808154362,0.30885007661969477,0
8232,12.570367622823948,0.5258658888897689,13.672113208648671,0.7703918859171466,1.2811561399347526,0.2477629045848922,0
8233,13.226420605667755,0.6691867288876693,11.050039669838325,0.21078491809516472,1.333978175160972,0.2881655869105519,2
8234,2.760799902652999,-1.8316654085521804,4.4926832815170705,-1.2388618228353299,1.4200631546105071,0.3507013457020044,2
8235,3.8918071980235984,-1.4204543871720676,10.901290827067507,0.18074865239210858,1.4145065275462823,0.34678072648639946,2
8236,10.564407137347697,0.11300152039129305,18.47066744393928,2.4913525278528703,1.3552598546256087,0.30399321057670575,0
8237,14.949287182352455,1.0851342332540834,9.062024395748857,-0.18814819622103296,1.2199949999336148,0.19884676032169687,2
8238,4.2895903657646395,-1.298132284126928,13.722905494520603,0.7821591555575845,1.5230825030041826,0.4207362438208466,1
8239,8.002649260391715,-0.40491320930678976,16.531417658428172,1.5615167075326328,1.354005624429635,0.3030673284176706,1
8240,11.459841306250178,0.294069273534436,8.386151695623473,-0.32561646768310537,1.2879943452155391,0.25308623731191787,2
8241,7.096961515170305,-0.5977960882534412,15.734528307198426,1.3053047817375827,1.24349197052871,0.2179235270862408,2
8242,4.1299557325330944,-1.3461666355143163,8.771566970971106,-0.24693376022210184,1.4529259311072573,0.3735794067624787,2
8243,17.061015530672265,1.7587319642110972,19.60379438274279,3.9015451054421946,1.2225747072824014,0.20095905075118778,2
8244,15.351664855249682,1.1947148056742916,18.40154937510554,2.443400065596796,1.2214771881615614,0.20006093627443833,1
8245,14.510435412264105,0.9720191318729813,11.812949147747645,0.3666425734702907,1.1537037221900976,0.14297739525265257,1
8246,8.59984658778157,-0.28188244805174356,5.91818069050681,-0.8668554688326922,1.3430692392782295,0.2949574718921444,0
8247,5.411415034262586,-0.9917287535758406,4.222424529238101,-1.318180161845343,1.2995554223320336,0.26202222315651796,2
8248,5.011215397563788,-1.0956237482697042,12.242104903852587,0.4561701846645721,1.2346123031281961,0.21075699620274718,2
8249,6.981987105252195,-0.6230004438566248,9.740867664492503,-0.051838072193655604,1.5969736982416265,0.468110399617995,3
8250,6.735584845413162,-0.6776802544260886,9.131017010978091,-0.17423605486419202,1.5292619024061653,0.4247852022759607,1
8251,6.161495654042986,-0.8091353278061119,9.217290551488638,-0.15686274625894564,1.4187543338348405,0.3497792569282604,2
8252,4.919578525905753,-1.120174450031321,9.874820083060902,-0.02503729122461862,1.2914594863833524,0.2557729636334288,0
8253,1.3914157859514276,-2.5933012113216862,0.5407824741749591,-3.5830590285873,1.3487591321859689,0.2991850084187913,1
8254,3.1168232459123986,-1.6895033750925923,4.537155512621382,-1.2261397397376996,1.269165989757294,0.238359983769455,2
8255,4.055945952039445,-1.3689020320007643,5.8770945395971985,-0.8767354661766185,1.4233169217429438,0.35299000811457365,1
8256,10.798316612103651,0.1600038084696277,15.564708232122445,1.255412657423761,1.2874518087871831,0.25266492278702446,1
8257,16.38203305110942,1.5102729368736942,17.98321244452351,2.1879327543017313,1.3638031918369002,0.31027726150122226,2
8258,5.9232320475344284,-0.8656435216562868,17.239753498263916,1.8318979789245946,1.2498141823650775,0.2229948861561547,2
8259,5.595580217746322,-0.9455580495211224,16.057273456611615,1.4042894217245345,1.281974107652217,0.24840116145537514,2
8260,7.302792517023066,-0.5531252744721364,7.698711715534402,-0.4686509902771523,1.4953176953853926,0.40233868954111224,2
8261,14.539479560440892,0.9793235740076067,12.02065113637082,0.4097692866228285,1.1398770174174935,0.1309203771286577,2
8262,8.601833734502977,-0.28147708308584174,12.662685209847272,0.5456865528201114,1.167640277427325,0.15498485531525802,0
8263,7.109655380360102,-0.5950247790894123,4.947863120630037,-1.112564175883694,1.2786297776873832,0.24578901837022812,0
8264,5.661343940244883,-0.9292978017947897,12.421804926223118,0.4941783357353837,1.162363585991532,0.1504555062102377,0
8265,14.331332530065353,0.9274941503574183,13.200010901581926,0.66329664646244,1.224616456510401,0.20262769824547364,1
8266,14.331332530065353,0.9274941503574183,13.200010901581926,0.66329664646244,1.224616456510401,0.20262769824547364,1
8267,13.73251932178077,0.7843922250521858,12.607921703531241,0.5339163966956366,1.402520680342206,0.33827110364803914,2
8268,6.784801494531065,-0.6666825328252723,14.214972323872841,0.8990226533817045,1.2478124434613405,0.22139197296518182,0
8269,9.068739513474519,-0.18679333778722032,11.751325140836443,0.35391344786111817,1.288290838553699,0.2533164085222614,0
8270,7.979990176671803,-0.4096355658878782,11.3774203538075,0.2772464177548594,0.9310107189769309,-0.07148448836970436,0
8271,6.055000944539205,-0.8342364203479631,13.49538145742179,0.7298350430488636,1.0056964245433304,0.0056802612699032445,0
8272,9.538853624102014,-0.0922947357463989,8.121591242252018,-0.38019626124345207,1.0906728290840209,0.08679478019458996,0
8273,5.588492137655464,-0.9473175365698825,16.403836628698084,1.5176477012706233,1.1206280837965021,0.11388931722757514,2
8274,18.217988214774483,2.324666526913257,15.505092860419715,1.23822353248998,1.623600877326161,0.4846464463410215,2
8275,9.203624029998446,-0.15961319669017437,16.631564031888793,1.5968538053868147,1.1238963350479325,0.11680151861313787,2
8276,6.521186175424704,-0.726062818265153,6.194725708069586,-0.801352476452434,1.2465678360303933,0.2203940437043806,2
8277,4.12695815981307,-1.3470815759621375,10.565372154999286,0.11319514176818146,1.275146827781255,0.24306133102421734,2
8278,5.307558265411243,-1.018201301366076,5.924431703188562,-0.8653557821908958,1.2760347764952518,0.24375743885782997,2
8279,5.500422226418909,-0.9692946722075068,6.2924582292159155,-0.7785943657660278,1.2503534537097936,0.22342627431213113,2
8280,2.005597500991532,-2.194118715411173,1.533762511485477,-2.4882201896634437,1.201778162871383,0.18380226240095432,1
