,Hour,DayCnt,DayYr,Connected
1108,4.0,46.0,232.0,0.0
1109,5.0,46.0,232.0,2.0
1110,6.0,46.0,232.0,1.0
1111,7.0,46.0,232.0,2.0
1112,8.0,46.0,232.0,3.0
1113,9.0,46.0,232.0,7.0
1114,10.0,46.0,232.0,1.0
1115,11.0,46.0,232.0,6.0
1116,12.0,46.0,232.0,6.0
1117,13.0,46.0,232.0,3.0
1118,14.0,46.0,232.0,5.0
1119,15.0,46.0,232.0,4.0
1120,16.0,46.0,232.0,3.0
1121,17.0,46.0,232.0,1.0
1122,18.0,46.0,232.0,0.0
1123,19.0,46.0,232.0,2.0
1124,20.0,46.0,232.0,3.0
1125,21.0,46.0,232.0,2.0
1126,22.0,46.0,232.0,2.0
1127,23.0,46.0,232.0,1.0
1128,0.0,47.0,242.0,0.0
1129,1.0,47.0,242.0,0.0
1130,2.0,47.0,242.0,0.0
1131,3.0,47.0,242.0,0.0
1132,4.0,47.0,242.0,0.0
1133,5.0,47.0,242.0,1.0
1134,6.0,47.0,242.0,3.0
1135,7.0,47.0,242.0,2.0
1136,8.0,47.0,242.0,8.0
1137,9.0,47.0,242.0,3.0
1138,10.0,47.0,242.0,7.0
1139,11.0,47.0,242.0,5.0
1140,12.0,47.0,242.0,8.0
1141,13.0,47.0,242.0,3.0
1142,14.0,47.0,242.0,5.0
1143,15.0,47.0,242.0,9.0
1144,16.0,47.0,242.0,3.0
1145,17.0,47.0,242.0,2.0
1146,18.0,47.0,242.0,3.0
1147,19.0,47.0,242.0,1.0
1148,20.0,47.0,242.0,1.0
1149,21.0,47.0,242.0,2.0
1150,22.0,47.0,242.0,1.0
1151,23.0,47.0,242.0,2.0
1152,0.0,48.0,243.0,0.0
1153,1.0,48.0,243.0,0.0
1154,2.0,48.0,243.0,0.0
1155,3.0,48.0,243.0,0.0
1156,4.0,48.0,243.0,0.0
1157,5.0,48.0,243.0,1.0
1158,6.0,48.0,243.0,2.0
1159,7.0,48.0,243.0,3.0
1160,8.0,48.0,243.0,7.0
1161,9.0,48.0,243.0,7.0
1162,10.0,48.0,243.0,1.0
1163,11.0,48.0,243.0,3.0
1164,12.0,48.0,243.0,6.0
1165,13.0,48.0,243.0,5.0
1166,14.0,48.0,243.0,7.0
1167,15.0,48.0,243.0,6.0
1168,16.0,48.0,243.0,4.0
1169,17.0,48.0,243.0,3.0
1170,18.0,48.0,243.0,3.0
1171,19.0,48.0,243.0,4.0
1172,20.0,48.0,243.0,4.0
1173,21.0,48.0,243.0,0.0
1174,22.0,48.0,243.0,2.0
1175,23.0,48.0,243.0,1.0
1176,0.0,49.0,251.0,1.0
1177,1.0,49.0,251.0,0.0
1178,2.0,49.0,251.0,0.0
1179,3.0,49.0,251.0,0.0
1180,4.0,49.0,251.0,0.0
1181,5.0,49.0,251.0,0.0
1182,6.0,49.0,251.0,0.0
1183,7.0,49.0,251.0,2.0
1184,8.0,49.0,251.0,6.0
1185,9.0,49.0,251.0,3.0
1186,10.0,49.0,251.0,7.0
1187,11.0,49.0,251.0,3.0
1188,12.0,49.0,251.0,4.0
1189,13.0,49.0,251.0,7.0
1190,14.0,49.0,251.0,2.0
1191,15.0,49.0,251.0,7.0
1192,16.0,49.0,251.0,5.0
1193,17.0,49.0,251.0,4.0
1194,18.0,49.0,251.0,5.0
1195,19.0,49.0,251.0,1.0
1196,20.0,49.0,251.0,3.0
1197,21.0,49.0,251.0,4.0
1198,22.0,49.0,251.0,2.0
1199,23.0,49.0,251.0,1.0
1200,0.0,50.0,252.0,0.0
1201,1.0,50.0,252.0,0.0
1202,2.0,50.0,252.0,0.0
1203,3.0,50.0,252.0,0.0
1204,4.0,50.0,252.0,0.0
1205,5.0,50.0,252.0,1.0
1206,6.0,50.0,252.0,2.0
1207,7.0,50.0,252.0,2.0
1208,8.0,50.0,252.0,5.0
1209,9.0,50.0,252.0,4.0
1210,10.0,50.0,252.0,0.0
1211,11.0,50.0,252.0,7.0
1212,12.0,50.0,252.0,3.0
1213,13.0,50.0,252.0,8.0
1214,14.0,50.0,252.0,6.0
1215,15.0,50.0,252.0,8.0
1216,16.0,50.0,252.0,4.0
1217,17.0,50.0,252.0,3.0
1218,18.0,50.0,252.0,3.0
1219,19.0,50.0,252.0,6.0
1220,20.0,50.0,252.0,1.0
1221,21.0,50.0,252.0,0.0
1222,22.0,50.0,252.0,2.0
1223,23.0,50.0,252.0,2.0
1224,0.0,51.0,255.0,0.0
1225,1.0,51.0,255.0,0.0
1226,2.0,51.0,255.0,0.0
1227,3.0,51.0,255.0,0.0
1228,4.0,51.0,255.0,0.0
1229,5.0,51.0,255.0,1.0
1230,6.0,51.0,255.0,3.0
1231,7.0,51.0,255.0,0.0
1232,8.0,51.0,255.0,2.0
1233,9.0,51.0,255.0,1.0
1234,10.0,51.0,255.0,3.0
1235,11.0,51.0,255.0,5.0
1236,12.0,51.0,255.0,4.0
1237,13.0,51.0,255.0,2.0
1238,14.0,51.0,255.0,3.0
1239,15.0,51.0,255.0,1.0
1240,16.0,51.0,255.0,3.0
1241,17.0,51.0,255.0,0.0
1242,18.0,51.0,255.0,0.0
1243,19.0,51.0,255.0,1.0
1244,20.0,51.0,255.0,1.0
1245,21.0,51.0,255.0,1.0
1246,22.0,51.0,255.0,0.0
1247,23.0,51.0,255.0,0.0
