,Hour,DayCnt,DayYr,Arrivals,Energy,Duration,Charging
93,21.0,3.0,28.0,0.0,0.0,0.0,0.0
94,22.0,3.0,28.0,0.0,0.0,0.0,0.0
95,23.0,3.0,28.0,0.0,0.0,0.0,0.0
96,0.0,4.0,30.0,0.0,0.0,0.0,0.0
97,1.0,4.0,30.0,0.0,0.0,0.0,0.0
98,2.0,4.0,30.0,0.0,0.0,0.0,0.0
99,3.0,4.0,30.0,0.0,0.0,0.0,0.0
100,4.0,4.0,30.0,0.0,0.0,0.0,0.0
101,5.0,4.0,30.0,1.0,16.738,4.75,1.5
102,6.0,4.0,30.0,2.0,22.236,1.75,1.625
103,7.0,4.0,30.0,13.0,121.74399999999999,3.173076923076923,1.3846153846153846
104,8.0,4.0,30.0,7.0,79.634,2.2857142857142856,1.6428571428571428
105,9.0,4.0,30.0,3.0,30.399,0.9166666666666666,0.6666666666666666
106,10.0,4.0,30.0,5.0,59.891999999999996,2.15,1.55
107,11.0,4.0,30.0,1.0,2.805,0.25,0.25
108,12.0,4.0,30.0,8.0,59.23299999999999,2.71875,1.0625
109,13.0,4.0,30.0,6.0,43.599,1.9583333333333333,1.875
110,14.0,4.0,30.0,3.0,44.747,1.1666666666666667,1.0833333333333333
111,15.0,4.0,30.0,1.0,3.127,1.5,1.0
112,16.0,4.0,30.0,1.0,3.96,8.25,0.75
113,17.0,4.0,30.0,5.0,46.976,2.35,0.9
114,18.0,4.0,30.0,2.0,16.942,1.375,1.375
115,19.0,4.0,30.0,1.0,6.707999999999998,0.25,0.25
116,20.0,4.0,30.0,1.0,5.436,0.75,0.75
117,21.0,4.0,30.0,1.0,4.5280000000000005,0.5,0.5
118,22.0,4.0,30.0,2.0,38.743,2.75,1.125
119,23.0,4.0,30.0,0.0,0.0,0.0,0.0
120,0.0,5.0,32.0,0.0,0.0,0.0,0.0
121,1.0,5.0,32.0,0.0,0.0,0.0,0.0
122,2.0,5.0,32.0,0.0,0.0,0.0,0.0
123,3.0,5.0,32.0,0.0,0.0,0.0,0.0
124,4.0,5.0,32.0,0.0,0.0,0.0,0.0
125,5.0,5.0,32.0,1.0,10.198,0.25,0.25
126,6.0,5.0,32.0,3.0,33.215,2.9166666666666665,1.5833333333333333
127,7.0,5.0,32.0,11.0,87.73400000000001,2.7045454545454546,1.2727272727272727
128,8.0,5.0,32.0,7.0,41.841,2.1785714285714284,0.8214285714285714
129,9.0,5.0,32.0,3.0,17.806,1.9166666666666667,0.75
130,10.0,5.0,32.0,6.0,39.864000000000004,1.375,0.7083333333333334
131,11.0,5.0,32.0,7.0,56.237,1.3214285714285714,0.9642857142857143
132,12.0,5.0,32.0,6.0,22.051,0.625,0.4583333333333333
133,13.0,5.0,32.0,7.0,74.74499999999999,2.25,2.107142857142857
134,14.0,5.0,32.0,2.0,11.192,5.125,0.875
135,15.0,5.0,32.0,5.0,30.085,4.25,0.85
136,16.0,5.0,32.0,1.0,6.3870000000000005,1.0,1.0
137,17.0,5.0,32.0,1.0,9.625,1.25,1.25
138,18.0,5.0,32.0,3.0,23.509,1.5,1.25
139,19.0,5.0,32.0,0.0,0.0,0.0,0.0
140,20.0,5.0,32.0,0.0,0.0,0.0,0.0
141,21.0,5.0,32.0,1.0,7.944,1.0,0.5
142,22.0,5.0,32.0,1.0,1.742,0.25,0.25
143,23.0,5.0,32.0,0.0,0.0,0.0,0.0
144,0.0,6.0,34.0,0.0,0.0,0.0,0.0
145,1.0,6.0,34.0,0.0,0.0,0.0,0.0
146,2.0,6.0,34.0,0.0,0.0,0.0,0.0
147,3.0,6.0,34.0,0.0,0.0,0.0,0.0
148,4.0,6.0,34.0,0.0,0.0,0.0,0.0
149,5.0,6.0,34.0,0.0,0.0,0.0,0.0
150,6.0,6.0,34.0,3.0,29.554000000000002,1.9166666666666667,1.0
151,7.0,6.0,34.0,14.0,155.18599999999998,2.875,1.6607142857142858
152,8.0,6.0,34.0,6.0,37.638000000000005,2.9583333333333335,1.0416666666666667
153,9.0,6.0,34.0,4.0,40.37299999999999,1.375,1.125
154,10.0,6.0,34.0,2.0,16.047,0.875,0.875
155,11.0,6.0,34.0,4.0,25.157,1.1875,1.0
156,12.0,6.0,34.0,2.0,29.977,1.125,1.0
157,13.0,6.0,34.0,6.0,38.832,0.75,0.5833333333333334
158,14.0,6.0,34.0,5.0,57.263999999999996,3.1,1.85
159,15.0,6.0,34.0,4.0,47.809000000000005,4.875,3.0
160,16.0,6.0,34.0,2.0,17.493000000000002,0.375,0.25
161,17.0,6.0,34.0,1.0,12.105,1.0,1.0
162,18.0,6.0,34.0,2.0,75.77000000000001,1.75,1.625
163,19.0,6.0,34.0,2.0,12.39,1.125,1.0
164,20.0,6.0,34.0,1.0,4.977,0.25,0.25
165,21.0,6.0,34.0,0.0,0.0,0.0,0.0
166,22.0,6.0,34.0,0.0,0.0,0.0,0.0
167,23.0,6.0,34.0,0.0,0.0,0.0,0.0
168,0.0,7.0,37.0,0.0,0.0,0.0,0.0
169,1.0,7.0,37.0,0.0,0.0,0.0,0.0
170,2.0,7.0,37.0,0.0,0.0,0.0,0.0
171,3.0,7.0,37.0,0.0,0.0,0.0,0.0
172,4.0,7.0,37.0,0.0,0.0,0.0,0.0
173,5.0,7.0,37.0,0.0,0.0,0.0,0.0
174,6.0,7.0,37.0,3.0,48.92100000000001,3.6666666666666665,1.9166666666666667
175,7.0,7.0,37.0,14.0,113.34100000000001,2.4107142857142856,1.2142857142857142
176,8.0,7.0,37.0,5.0,25.209000000000003,2.05,0.85
177,9.0,7.0,37.0,4.0,40.12,1.0625,1.0625
178,10.0,7.0,37.0,4.0,24.406000000000002,1.375,0.875
179,11.0,7.0,37.0,3.0,18.122999999999998,0.5,0.5
180,12.0,7.0,37.0,7.0,47.175999999999995,1.2142857142857142,0.75
181,13.0,7.0,37.0,7.0,49.52,3.892857142857143,1.25
182,14.0,7.0,37.0,7.0,51.89500000000001,1.8214285714285714,0.7857142857142857
183,15.0,7.0,37.0,4.0,37.197,5.25,1.0
184,16.0,7.0,37.0,2.0,21.302,0.875,0.875
185,17.0,7.0,37.0,2.0,31.037,1.75,1.625
186,18.0,7.0,37.0,1.0,3.082,0.5,0.5
187,19.0,7.0,37.0,1.0,6.374,1.0,1.0
188,20.0,7.0,37.0,1.0,17.264,0.5,0.5
189,21.0,7.0,37.0,0.0,0.0,0.0,0.0
190,22.0,7.0,37.0,1.0,7.251,1.25,1.0
191,23.0,7.0,37.0,0.0,0.0,0.0,0.0
192,0.0,8.0,43.0,0.0,0.0,0.0,0.0
193,1.0,8.0,43.0,0.0,0.0,0.0,0.0
194,2.0,8.0,43.0,0.0,0.0,0.0,0.0
195,3.0,8.0,43.0,0.0,0.0,0.0,0.0
196,4.0,8.0,43.0,0.0,0.0,0.0,0.0
197,5.0,8.0,43.0,1.0,18.679,4.75,1.75
198,6.0,8.0,43.0,4.0,51.771,2.4375,1.8125
199,7.0,8.0,43.0,15.0,128.346,3.1666666666666665,1.5333333333333334
200,8.0,8.0,43.0,7.0,58.12200000000001,2.2857142857142856,1.1428571428571428
201,9.0,8.0,43.0,3.0,8.686,1.6666666666666667,0.4166666666666667
202,10.0,8.0,43.0,4.0,106.57,3.4375,2.4375
203,11.0,8.0,43.0,9.0,60.23899999999999,3.1944444444444446,0.6666666666666666
204,12.0,8.0,43.0,7.0,60.251999999999995,1.3928571428571428,1.0714285714285714
205,13.0,8.0,43.0,7.0,64.322,2.9642857142857144,1.3571428571428572
206,14.0,8.0,43.0,4.0,31.552,2.875,0.9375
207,15.0,8.0,43.0,2.0,11.808,4.5,1.125
208,16.0,8.0,43.0,3.0,32.293,1.0833333333333333,1.0
209,17.0,8.0,43.0,1.0,4.76,0.75,0.75
210,18.0,8.0,43.0,6.0,50.123000000000005,0.7916666666666666,0.75
211,19.0,8.0,43.0,1.0,6.895,2.5,0.25
212,20.0,8.0,43.0,0.0,0.0,0.0,0.0
213,21.0,8.0,43.0,2.0,18.326999999999998,1.0,1.0
214,22.0,8.0,43.0,0.0,0.0,0.0,0.0
215,23.0,8.0,43.0,0.0,0.0,0.0,0.0
216,0.0,9.0,53.0,0.0,0.0,0.0,0.0
217,1.0,9.0,53.0,0.0,0.0,0.0,0.0
218,2.0,9.0,53.0,0.0,0.0,0.0,0.0
219,3.0,9.0,53.0,0.0,0.0,0.0,0.0
220,4.0,9.0,53.0,0.0,0.0,0.0,0.0
221,5.0,9.0,53.0,1.0,1.663,0.5,0.25
222,6.0,9.0,53.0,6.0,63.677,1.4166666666666667,1.2916666666666667
223,7.0,9.0,53.0,5.0,48.236999999999995,2.75,1.3
224,8.0,9.0,53.0,7.0,68.234,2.142857142857143,1.1785714285714286
225,9.0,9.0,53.0,9.0,97.02599999999998,1.9722222222222223,1.3055555555555556
226,10.0,9.0,53.0,8.0,80.51599999999999,3.21875,1.4375
227,11.0,9.0,53.0,11.0,73.82100000000001,1.1818181818181819,0.7045454545454546
228,12.0,9.0,53.0,8.0,61.263999999999996,1.125,0.875
229,13.0,9.0,53.0,9.0,63.282,1.4722222222222223,1.0555555555555556
230,14.0,9.0,53.0,4.0,20.6,0.5,0.5
231,15.0,9.0,53.0,6.0,43.011,2.1666666666666665,1.0833333333333333
232,16.0,9.0,53.0,4.0,27.27,4.25,0.5625
233,17.0,9.0,53.0,0.0,0.0,0.0,0.0
234,18.0,9.0,53.0,3.0,25.681000000000004,1.0,1.0
235,19.0,9.0,53.0,3.0,20.044999999999998,0.6666666666666666,0.6666666666666666
236,20.0,9.0,53.0,2.0,24.312,1.375,1.375
237,21.0,9.0,53.0,0.0,0.0,0.0,0.0
238,22.0,9.0,53.0,1.0,6.2189999999999985,1.0,1.0
239,23.0,9.0,53.0,0.0,0.0,0.0,0.0
240,0.0,10.0,58.0,0.0,0.0,0.0,0.0
241,1.0,10.0,58.0,0.0,0.0,0.0,0.0
242,2.0,10.0,58.0,0.0,0.0,0.0,0.0
243,3.0,10.0,58.0,0.0,0.0,0.0,0.0
244,4.0,10.0,58.0,0.0,0.0,0.0,0.0
245,5.0,10.0,58.0,1.0,2.031,0.25,0.25
246,6.0,10.0,58.0,6.0,69.084,2.5833333333333335,1.4166666666666667
247,7.0,10.0,58.0,5.0,40.174,3.15,1.25
248,8.0,10.0,58.0,10.0,82.628,2.65,1.175
249,9.0,10.0,58.0,3.0,21.958,1.9166666666666667,0.8333333333333334
250,10.0,10.0,58.0,2.0,18.649,0.875,0.875
251,11.0,10.0,58.0,2.0,7.427,0.5,0.5
252,12.0,10.0,58.0,7.0,28.395999999999997,0.6785714285714286,0.42857142857142855
253,13.0,10.0,58.0,8.0,50.327,2.4375,1.15625
254,14.0,10.0,58.0,3.0,19.33,3.8333333333333335,0.9166666666666666
255,15.0,10.0,58.0,4.0,36.845,4.875,1.125
256,16.0,10.0,58.0,2.0,9.902000000000001,0.625,0.625
257,17.0,10.0,58.0,2.0,12.195,0.75,0.75
258,18.0,10.0,58.0,3.0,23.726,1.5,1.1666666666666667
259,19.0,10.0,58.0,0.0,0.0,0.0,0.0
260,20.0,10.0,58.0,0.0,0.0,0.0,0.0
261,21.0,10.0,58.0,0.0,0.0,0.0,0.0
262,22.0,10.0,58.0,0.0,0.0,0.0,0.0
263,23.0,10.0,58.0,0.0,0.0,0.0,0.0
264,0.0,11.0,65.0,0.0,0.0,0.0,0.0
265,1.0,11.0,65.0,0.0,0.0,0.0,0.0
266,2.0,11.0,65.0,0.0,0.0,0.0,0.0
267,3.0,11.0,65.0,0.0,0.0,0.0,0.0
268,4.0,11.0,65.0,0.0,0.0,0.0,0.0
269,5.0,11.0,65.0,1.0,1.475,0.25,0.25
270,6.0,11.0,65.0,5.0,69.86,2.55,1.5
271,7.0,11.0,65.0,8.0,90.88499999999999,3.0625,1.625
272,8.0,11.0,65.0,7.0,58.438,1.3928571428571428,1.0714285714285714
273,9.0,11.0,65.0,5.0,29.25,1.4,0.85
274,10.0,11.0,65.0,4.0,36.339,1.375,0.9375
275,11.0,11.0,65.0,5.0,54.824000000000005,1.05,0.85
276,12.0,11.0,65.0,5.0,32.278999999999996,3.3,0.9
277,13.0,11.0,65.0,5.0,33.406,1.65,1.1
278,14.0,11.0,65.0,5.0,28.118000000000002,2.9,0.55
279,15.0,11.0,65.0,5.0,38.018,3.85,0.9
280,16.0,11.0,65.0,3.0,21.491,0.75,0.75
281,17.0,11.0,65.0,3.0,38.619,0.75,0.75
282,18.0,11.0,65.0,2.0,21.064,1.0,1.0
283,19.0,11.0,65.0,1.0,2.48,0.75,0.75
284,20.0,11.0,65.0,0.0,0.0,0.0,0.0
285,21.0,11.0,65.0,0.0,0.0,0.0,0.0
286,22.0,11.0,65.0,0.0,0.0,0.0,0.0
287,23.0,11.0,65.0,0.0,0.0,0.0,0.0
288,0.0,12.0,68.0,0.0,0.0,0.0,0.0
289,1.0,12.0,68.0,0.0,0.0,0.0,0.0
290,2.0,12.0,68.0,0.0,0.0,0.0,0.0
291,3.0,12.0,68.0,0.0,0.0,0.0,0.0
292,4.0,12.0,68.0,0.0,0.0,0.0,0.0
293,5.0,12.0,68.0,1.0,2.552,0.5,0.5
294,6.0,12.0,68.0,3.0,24.427,1.5,1.25
295,7.0,12.0,68.0,7.0,74.144,3.0357142857142856,1.5357142857142858
296,8.0,12.0,68.0,8.0,62.108999999999995,2.90625,1.1875
297,9.0,12.0,68.0,5.0,36.403000000000006,0.9,0.9
298,10.0,12.0,68.0,3.0,25.843,0.8333333333333334,0.6666666666666666
299,11.0,12.0,68.0,5.0,60.708,3.2,1.4
300,12.0,12.0,68.0,8.0,72.52499999999999,3.46875,1.0
301,13.0,12.0,68.0,9.0,69.315,2.4166666666666665,1.0833333333333333
302,14.0,12.0,68.0,4.0,35.131,1.25,1.0
303,15.0,12.0,68.0,5.0,26.854,5.4,0.65
304,16.0,12.0,68.0,1.0,2.994,0.5,0.5
305,17.0,12.0,68.0,1.0,30.341,0.5,0.5
306,18.0,12.0,68.0,6.0,33.372,1.0416666666666667,0.7916666666666666
307,19.0,12.0,68.0,2.0,10.86,0.875,0.875
308,20.0,12.0,68.0,2.0,17.686,0.375,0.375
309,21.0,12.0,68.0,0.0,0.0,0.0,0.0
310,22.0,12.0,68.0,0.0,0.0,0.0,0.0
311,23.0,12.0,68.0,0.0,0.0,0.0,0.0
312,0.0,13.0,74.0,0.0,0.0,0.0,0.0
313,1.0,13.0,74.0,0.0,0.0,0.0,0.0
314,2.0,13.0,74.0,0.0,0.0,0.0,0.0
315,3.0,13.0,74.0,0.0,0.0,0.0,0.0
316,4.0,13.0,74.0,0.0,0.0,0.0,0.0
317,5.0,13.0,74.0,1.0,2.303,0.25,0.25
318,6.0,13.0,74.0,0.0,0.0,0.0,0.0
319,7.0,13.0,74.0,9.0,82.09700000000001,2.75,1.25
320,8.0,13.0,74.0,6.0,63.384,2.9583333333333335,1.4583333333333333
321,9.0,13.0,74.0,10.0,106.06800000000001,2.3,1.225
322,10.0,13.0,74.0,5.0,36.251,0.6,0.6
323,11.0,13.0,74.0,6.0,52.82600000000001,0.875,1.1666666666666667
324,12.0,13.0,74.0,5.0,31.443,0.75,0.9
325,13.0,13.0,74.0,7.0,56.342999999999996,3.857142857142857,1.4642857142857142
326,14.0,13.0,74.0,0.0,0.0,0.0,0.0
327,15.0,13.0,74.0,2.0,12.783999999999999,4.375,1.125
328,16.0,13.0,74.0,0.0,0.0,0.0,0.0
329,17.0,13.0,74.0,0.0,0.0,0.0,0.0
330,18.0,13.0,74.0,0.0,0.0,0.0,0.0
331,19.0,13.0,74.0,1.0,12.279000000000002,0.25,0.25
332,20.0,13.0,74.0,0.0,0.0,0.0,0.0
333,21.0,13.0,74.0,0.0,0.0,0.0,0.0
334,22.0,13.0,74.0,0.0,0.0,0.0,0.0
335,23.0,13.0,74.0,0.0,0.0,0.0,0.0
336,0.0,14.0,75.0,0.0,0.0,0.0,0.0
337,1.0,14.0,75.0,0.0,0.0,0.0,0.0
338,2.0,14.0,75.0,0.0,0.0,0.0,0.0
339,3.0,14.0,75.0,0.0,0.0,0.0,0.0
340,4.0,14.0,75.0,0.0,0.0,0.0,0.0
341,5.0,14.0,75.0,0.0,0.0,0.0,0.0
342,6.0,14.0,75.0,1.0,12.886,4.25,2.0
343,7.0,14.0,75.0,9.0,79.508,2.2777777777777777,1.2777777777777777
344,8.0,14.0,75.0,7.0,50.42699999999999,2.4642857142857144,1.0357142857142858
345,9.0,14.0,75.0,3.0,22.807000000000002,1.1666666666666667,0.6666666666666666
346,10.0,14.0,75.0,1.0,9.981,3.75,1.5
347,11.0,14.0,75.0,7.0,53.992,1.25,1.0
348,12.0,14.0,75.0,7.0,21.552,1.1428571428571428,0.39285714285714285
349,13.0,14.0,75.0,4.0,28.301000000000002,1.1875,0.5
350,14.0,14.0,75.0,4.0,46.906000000000006,0.9375,0.875
351,15.0,14.0,75.0,6.0,56.038,0.8333333333333334,0.8333333333333334
352,16.0,14.0,75.0,3.0,16.329,3.75,1.5
353,17.0,14.0,75.0,1.0,3.743,1.0,0.25
354,18.0,14.0,75.0,3.0,15.138,0.75,0.6666666666666666
355,19.0,14.0,75.0,0.0,0.0,0.0,0.0
356,20.0,14.0,75.0,0.0,0.0,0.0,0.0
357,21.0,14.0,75.0,0.0,0.0,0.0,0.0
358,22.0,14.0,75.0,0.0,0.0,0.0,0.0
359,23.0,14.0,75.0,1.0,14.95,0.75,0.75
360,0.0,15.0,78.0,0.0,0.0,0.0,0.0
361,1.0,15.0,78.0,0.0,0.0,0.0,0.0
362,2.0,15.0,78.0,0.0,0.0,0.0,0.0
363,3.0,15.0,78.0,0.0,0.0,0.0,0.0
364,4.0,15.0,78.0,0.0,0.0,0.0,0.0
365,5.0,15.0,78.0,1.0,2.279,0.5,0.5
366,6.0,15.0,78.0,7.0,66.382,1.3928571428571428,0.9285714285714286
367,7.0,15.0,78.0,8.0,82.316,2.78125,1.40625
368,8.0,15.0,78.0,9.0,66.57799999999999,2.0277777777777777,1.0
369,9.0,15.0,78.0,3.0,26.589,1.9166666666666667,0.9166666666666666
370,10.0,15.0,78.0,4.0,36.611,2.0625,1.125
371,11.0,15.0,78.0,4.0,18.88,0.5625,0.4375
372,12.0,15.0,78.0,1.0,5.372000000000001,0.5,0.5
373,13.0,15.0,78.0,5.0,41.608999999999995,3.6,1.3
374,14.0,15.0,78.0,3.0,13.655000000000001,3.75,0.5833333333333334
375,15.0,15.0,78.0,4.0,45.111000000000004,2.875,0.875
376,16.0,15.0,78.0,6.0,47.458,3.7916666666666665,0.7083333333333334
377,17.0,15.0,78.0,4.0,25.69,0.75,0.625
378,18.0,15.0,78.0,1.0,6.417999999999998,1.25,1.25
379,19.0,15.0,78.0,3.0,33.886,2.6666666666666665,1.0
380,20.0,15.0,78.0,2.0,6.598999999999998,0.25,0.25
381,21.0,15.0,78.0,1.0,1.873,0.25,0.25
382,22.0,15.0,78.0,1.0,30.251,8.5,2.5
383,23.0,15.0,78.0,0.0,0.0,0.0,0.0
384,0.0,16.0,79.0,0.0,0.0,0.0,0.0
385,1.0,16.0,79.0,0.0,0.0,0.0,0.0
386,2.0,16.0,79.0,0.0,0.0,0.0,0.0
387,3.0,16.0,79.0,0.0,0.0,0.0,0.0
388,4.0,16.0,79.0,0.0,0.0,0.0,0.0
389,5.0,16.0,79.0,1.0,2.842,0.5,0.5
390,6.0,16.0,79.0,4.0,43.61,2.1875,1.5
391,7.0,16.0,79.0,4.0,29.128,1.6875,0.75
392,8.0,16.0,79.0,12.0,94.267,1.9583333333333333,1.0625
393,9.0,16.0,79.0,8.0,73.49000000000001,1.625,1.0
394,10.0,16.0,79.0,4.0,30.387999999999998,1.0,0.9375
395,11.0,16.0,79.0,0.0,0.0,0.0,0.0
396,12.0,16.0,79.0,7.0,39.230999999999995,2.6785714285714284,0.9285714285714286
397,13.0,16.0,79.0,3.0,32.996,1.0,1.0
398,14.0,16.0,79.0,6.0,47.528,2.4583333333333335,1.2916666666666667
399,15.0,16.0,79.0,0.0,0.0,0.0,0.0
400,16.0,16.0,79.0,3.0,34.792,3.75,1.0
401,17.0,16.0,79.0,5.0,13.993,2.6,0.4
402,18.0,16.0,79.0,6.0,22.907,0.75,0.625
403,19.0,16.0,79.0,4.0,30.288999999999998,0.875,0.625
404,20.0,16.0,79.0,3.0,11.544,0.3333333333333333,0.3333333333333333
405,21.0,16.0,79.0,2.0,10.107,1.375,1.375
406,22.0,16.0,79.0,2.0,21.034,2.875,1.125
407,23.0,16.0,79.0,0.0,0.0,0.0,0.0
408,0.0,17.0,85.0,0.0,0.0,0.0,0.0
409,1.0,17.0,85.0,2.0,12.705,0.375,0.375
410,2.0,17.0,85.0,0.0,0.0,0.0,0.0
411,3.0,17.0,85.0,0.0,0.0,0.0,0.0
412,4.0,17.0,85.0,0.0,0.0,0.0,0.0
413,5.0,17.0,85.0,2.0,13.49,0.375,0.375
414,6.0,17.0,85.0,6.0,70.536,2.375,1.4166666666666667
415,7.0,17.0,85.0,6.0,47.511,2.9583333333333335,1.0833333333333333
416,8.0,17.0,85.0,8.0,79.678,3.65625,1.5
417,9.0,17.0,85.0,5.0,43.622,2.7,1.15
418,10.0,17.0,85.0,3.0,21.87,4.666666666666667,1.0
419,11.0,17.0,85.0,4.0,28.342,1.5625,0.875
420,12.0,17.0,85.0,4.0,23.628999999999998,2.25,0.75
421,13.0,17.0,85.0,2.0,7.742,0.5,0.5
422,14.0,17.0,85.0,6.0,69.313,1.25,1.25
423,15.0,17.0,85.0,2.0,18.594,5.25,1.125
424,16.0,17.0,85.0,2.0,11.608999999999998,0.75,0.75
425,17.0,17.0,85.0,3.0,14.117,0.8333333333333334,0.8333333333333334
426,18.0,17.0,85.0,0.0,0.0,0.0,0.0
427,19.0,17.0,85.0,3.0,23.470999999999997,0.9166666666666666,0.8333333333333334
