,EVSE ID,Port Number,Station Name,Plug In Event Id,Start Date,End Date,Total Duration (hh:mm:ss),Charging Time (hh:mm:ss),Energy (kWh),Ended By,Port Type,City,Latitude,Longitude,User ID,Driver Postal Code,Duration (h),Charging (h),DayofYr,DayofWk,isWeekday,Year,StartHr,EndHr,AvgPwr,Date,dayCount
9146,210241,2,PACKSIZE / CLEAN AIR 14,103,2018-07-03 13:08:45,2018-07-03 16:38:17,0 days 03:29:32.000000000,0 days 02:03:10.000000000,5.928999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.742313,-111.981071,942421,84054,1.75,1.0,184,1,1,2018,13.25,16.75,3.3879999999999995,2018-7-3,131
9145,182105,1,PUBLIC USE / FAIRMONT PARK,1530643779,2018-07-03 12:49:49,2018-07-03 13:24:31,0 days 00:34:41.000000000,0 days 00:34:18.000000000,2.127,Plug Out at Vehicle,Level 2,Salt Lake City,40.722263,-111.86178600000001,659423,84120,0.25,0.25,184,1,1,2018,12.75,13.5,8.508,2018-7-3,131
9144,182139,2,PUBLIC USE / SUGAR HOUSE,1334,2018-07-03 12:42:47,2018-07-03 18:53:29,0 days 06:10:42.000000000,0 days 03:27:06.000000000,11.202,Plug Out at Vehicle,Level 2,Salt Lake City,40.723351,-111.85875700000001,649185,84054,3.0,1.75,184,1,1,2018,12.75,19.0,3.734,2018-7-3,131
9143,169185,1,PUBLIC USE / FOREST DALE GOL,1530642435,2018-07-03 12:27:21,2018-07-03 14:51:26,0 days 02:24:08.000000000,0 days 02:23:50.000000000,13.777000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.718914,-111.864822,2098361,84124,1.25,1.25,184,1,1,2018,12.5,14.75,11.021600000000001,2018-7-3,131
9142,167437,1,PUBLIC USE / 300 SOUTH,226,2018-07-03 12:18:38,2018-07-03 13:02:26,0 days 00:43:47.000000000,0 days 00:43:34.000000000,4.787,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,1095321,84020,0.25,0.25,184,1,1,2018,12.25,13.0,19.148,2018-7-3,131
9141,167347,2,PUBLIC USE / 159 S. MAIN ST,1420,2018-07-03 12:04:45,2018-07-03 12:55:38,0 days 00:50:55.000000000,0 days 00:50:37.000000000,3.5860000000000003,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,1681511,84105,0.5,0.5,184,1,1,2018,12.0,13.0,7.172000000000001,2018-7-3,131
9139,144179,2,FLEET / SLC FACILITIES,711,2018-07-03 12:02:54,2018-07-05 09:18:38,1 days 21:15:44.000000000,0 days 01:54:38.000000000,1.535,Plug Out at Vehicle,Level 2,Salt Lake City,40.75592,-111.8834,6569V,,10.75,1.0,184,1,1,2018,12.0,9.25,0.1427906976744186,2018-7-3,131
9156,176447,2,SALT LAKE CITY / PSB-FIRE NORTH,496,2018-07-03 15:34:13,2018-07-05 08:21:20,1 days 16:47:07.000000000,0 days 03:50:19.000000000,9.056000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.759009999999996,-111.88205,6581V,,8.5,2.0,184,1,1,2018,15.5,8.25,1.0654117647058825,2018-7-3,131
9147,186415,1,RMP NTO OFFICE / NTO WEST LOT 3,750,2018-07-03 13:26:44,2018-07-03 17:05:31,0 days 03:38:47.000000000,0 days 02:18:56.000000000,13.11,Plug Out at Vehicle,Level 2,Salt Lake City,40.771267,-111.932449,447091,84401,1.75,1.25,184,1,1,2018,13.5,17.0,7.491428571428571,2018-7-3,131
9157,167175,1,PUBLIC USE / PIONEER PARK,667,2018-07-03 15:34:16,2018-07-03 18:43:34,0 days 03:09:21.000000000,0 days 03:09:04.000000000,10.562999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.762714,-111.900902,2414891,84043,1.5,1.5,184,1,1,2018,15.5,18.75,7.041999999999999,2018-7-3,131
9175,182073,2,PUBLIC USE / LIBERTY PARK 2,586,2018-07-03 23:08:36,2018-07-03 23:55:21,0 days 00:46:44.000000000,0 days 00:45:50.000000000,2.4530000000000003,Plug Out at Vehicle,Level 2,Salt Lake City,40.746722999999996,-111.87631200000001,749237,84103,0.5,0.5,184,1,1,2018,23.25,24.0,4.906000000000001,2018-7-3,131
9159,183643,1,RMP NTO OFFICE / NTO WEST LOT 2,829,2018-07-03 15:56:13,2018-07-03 16:55:26,0 days 00:59:16.000000000,0 days 00:59:05.000000000,5.732,Plug Out at Vehicle,Level 2,Salt Lake City,40.771263,-111.932381,1054141,84123,0.5,0.5,184,1,1,2018,16.0,17.0,11.464,2018-7-3,131
9138,182145,2,PUBLIC USE / SUNNYSIDE AVE,126,2018-07-03 11:43:50,2018-07-03 15:31:19,0 days 03:47:28.000000000,0 days 02:52:38.000000000,14.04,Plug Out at Vehicle,Level 2,Salt Lake City,40.751179,-111.814384,658823,84043,2.0,1.5,184,1,1,2018,11.75,15.5,7.02,2018-7-3,131
9177,352031,2,SALT LAKE CITY / SLC COMPLIANCE2,189,2018-07-03 23:12:19,2018-07-05 07:25:55,1 days 08:13:36.000000000,0 days 05:13:41.000000000,23.671999999999997,Plug Out at Vehicle,Level 2,Salt Lake City,40.756054,-111.88440700000001,47121V,,4.0,2.5,184,1,1,2018,23.25,7.5,5.917999999999999,2018-7-3,131
9176,352051,1,SALT LAKE CITY / COMPLAINCE 1,95,2018-07-03 23:12:00,2018-07-05 07:46:42,1 days 08:34:40.000000000,0 days 07:18:53.000000000,35.943000000000005,Plug Out at Vehicle,Level 2,Salt Lake City,40.755736999999996,-111.88454399999999,33371V,,4.25,3.75,184,1,1,2018,23.25,7.75,8.457176470588237,2018-7-3,131
9174,153363,1A,RMP NTO OFFICE / NTO WEST LOT FC,1156,2018-07-03 22:01:31,2018-07-03 22:38:15,0 days 00:36:44.000000000,0 days 00:36:36.000000000,9.613,Plug Out at Station,DC Fast,Salt Lake City,40.771263,-111.93251000000001,2352811,84074,0.25,0.25,184,1,1,2018,22.0,22.75,38.452,2018-7-3,131
9173,182073,1,PUBLIC USE / LIBERTY PARK 2,585,2018-07-03 21:38:56,2018-07-03 23:08:11,0 days 01:29:18.000000000,0 days 01:28:34.000000000,3.9960000000000004,Customer,Level 2,Salt Lake City,40.746722999999996,-111.87631200000001,749237,84103,0.75,0.75,184,1,1,2018,21.75,23.25,5.328,2018-7-3,131
9172,352051,1,SALT LAKE CITY / COMPLAINCE 1,94,2018-07-03 21:31:08,2018-07-03 22:01:46,0 days 00:30:41.000000000,0 days 00:30:18.000000000,3.0639999999999996,Plug Out at Vehicle,Level 2,Salt Lake City,40.755736999999996,-111.88454399999999,47121V,,0.25,0.25,184,1,1,2018,21.5,22.0,12.255999999999998,2018-7-3,131
9171,165165,1,PUBLIC USE / INTL PEACE GARD,163,2018-07-03 21:23:30,2018-07-03 22:41:53,0 days 01:18:23.000000000,0 days 01:17:57.000000000,8.841000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.746857,-111.91934199999999,1911791,84119,0.75,0.75,184,1,1,2018,21.5,22.75,11.788000000000002,2018-7-3,131
9170,167437,1,PUBLIC USE / 300 SOUTH,232,2018-07-03 20:47:50,2018-07-03 21:59:53,0 days 01:12:06.000000000,0 days 01:11:48.000000000,4.053,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,651769,84115,0.5,0.5,184,1,1,2018,20.75,22.0,8.106,2018-7-3,131
9169,167713,2,PUBLIC USE / LIBERTY PARK,930,2018-07-03 20:16:27,2018-07-03 20:41:29,0 days 00:25:04.000000000,0 days 00:24:48.000000000,1.045,Customer,Level 2,Salt Lake City,40.746788,-111.87631200000001,630723,84070,0.25,0.25,184,1,1,2018,20.25,20.75,4.18,2018-7-3,131
9168,352051,1,SALT LAKE CITY / COMPLAINCE 1,93,2018-07-03 20:06:08,2018-07-03 20:54:31,0 days 00:48:20.000000000,0 days 00:48:11.000000000,4.854,Plug Out at Vehicle,Level 2,Salt Lake City,40.755736999999996,-111.88454399999999,33371V,,0.5,0.5,184,1,1,2018,20.0,21.0,9.708,2018-7-3,131
9167,167175,2,PUBLIC USE / PIONEER PARK,668,2018-07-03 19:43:12,2018-07-03 21:05:54,0 days 01:22:41.000000000,0 days 01:22:30.000000000,9.048,Customer,Level 2,Salt Lake City,40.762714,-111.900902,522749,84116,0.75,0.75,184,1,1,2018,19.75,21.0,12.064,2018-7-3,131
9166,167437,1,PUBLIC USE / 300 SOUTH,231,2018-07-03 19:37:01,2018-07-03 20:38:04,0 days 01:01:01.000000000,0 days 01:00:11.000000000,3.4330000000000003,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,2437881,84111,0.5,0.5,184,1,1,2018,19.5,20.75,6.8660000000000005,2018-7-3,131
9164,182105,2,PUBLIC USE / FAIRMONT PARK,606,2018-07-03 18:40:22,2018-07-03 20:06:45,0 days 01:26:20.000000000,0 days 01:25:52.000000000,9.372,Plug Out at Vehicle,Level 2,Salt Lake City,40.722263,-111.86178600000001,1710301,84115,0.75,0.75,184,1,1,2018,18.75,20.0,12.496,2018-7-3,131
9163,167437,2,PUBLIC USE / 300 SOUTH,230,2018-07-03 18:04:00,2018-07-03 20:57:28,0 days 02:53:24.000000000,0 days 01:57:31.000000000,6.254,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,591823,84102,1.5,1.0,184,1,1,2018,18.0,21.0,4.169333333333333,2018-7-3,131
9162,182139,1,PUBLIC USE / SUGAR HOUSE,1530660211,2018-07-03 17:23:38,2018-07-03 18:30:50,0 days 01:07:12.000000000,0 days 00:36:39.000000000,4.257,Plug Out at Vehicle,Level 2,Salt Lake City,40.723351,-111.85875700000001,2373401,84106,0.5,0.25,184,1,1,2018,17.5,18.5,8.514,2018-7-3,131
9161,167347,1,PUBLIC USE / 159 S. MAIN ST,1421,2018-07-03 17:14:49,2018-07-03 22:17:12,0 days 05:02:22.000000000,0 days 05:01:46.000000000,35.116,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,2190971,84101,2.5,2.5,184,1,1,2018,17.25,22.25,14.0464,2018-7-3,131
9160,167437,1,PUBLIC USE / 300 SOUTH,229,2018-07-03 17:04:11,2018-07-03 18:30:15,0 days 01:26:04.000000000,0 days 00:48:14.000000000,2.073,Customer,Level 2,Salt Lake City,40.762943,-111.889496,1488501,84101,0.75,0.5,184,1,1,2018,17.0,18.5,2.764,2018-7-3,131
9158,117511,2,FLEET / FLEET,1219,2018-07-03 15:45:22,2018-07-09 08:19:11,5 days 16:33:53.000000000,0 days 06:05:33.000000000,9.71,Plug Out at Vehicle,Level 2,Salt Lake City,40.758659,-111.946701,6577V,,8.25,3.0,184,1,1,2018,15.75,8.25,1.176969696969697,2018-7-3,131
9137,352031,2,SALT LAKE CITY / SLC COMPLIANCE2,187,2018-07-03 11:32:41,2018-07-03 11:56:10,0 days 00:23:32.000000000,0 days 00:23:19.000000000,2.353,Plug Out at Vehicle,Level 2,Salt Lake City,40.756054,-111.88440700000001,33371V,,0.25,0.25,184,1,1,2018,11.5,12.0,9.412,2018-7-3,131
9165,164963,2,PUBLIC USE / LIBRA SQ GAR P2,214,2018-07-03 19:30:59,2018-07-03 20:21:36,0 days 00:50:37.000000000,0 days 00:50:02.000000000,4.9319999999999995,Plug Out at Vehicle,Level 2,Salt Lake City,40.760082000000004,-111.88484199999999,2249271,37405,0.5,0.5,184,1,1,2018,19.5,20.25,9.863999999999999,2018-7-3,131
9135,167347,1,PUBLIC USE / 159 S. MAIN ST,1419,2018-07-03 10:59:50,2018-07-03 14:09:14,0 days 03:09:21.000000000,0 days 01:56:08.000000000,5.691,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,1670731,84092,1.5,1.0,184,1,1,2018,11.0,14.25,3.794,2018-7-3,131
9112,186415,1,RMP NTO OFFICE / NTO WEST LOT 3,749,2018-07-03 08:20:27,2018-07-03 11:56:42,0 days 03:36:15.000000000,0 days 03:04:41.000000000,9.045,Plug Out at Vehicle,Level 2,Salt Lake City,40.771267,-111.932449,607959,84074,1.75,1.5,184,1,1,2018,8.25,12.0,5.168571428571428,2018-7-3,131
9111,183643,1,RMP NTO OFFICE / NTO WEST LOT 2,828,2018-07-03 08:15:53,2018-07-03 12:55:40,0 days 04:39:47.000000000,0 days 01:05:29.000000000,3.093,Plug Out at Vehicle,Level 2,Salt Lake City,40.771263,-111.932381,1439391,77429,2.25,0.5,184,1,1,2018,8.25,13.0,1.3746666666666667,2018-7-3,131
9110,210199,2,PACKSIZE / CLEAN AIR 6,349,2018-07-03 07:55:54,2018-07-03 15:57:40,0 days 08:01:45.000000000,0 days 02:37:34.000000000,8.347000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.742577000000004,-111.981323,521537,84020,4.0,1.25,184,1,1,2018,8.0,16.0,2.0867500000000003,2018-7-3,131
9109,183643,2,RMP NTO OFFICE / NTO WEST LOT 2,827,2018-07-03 07:48:23,2018-07-03 15:54:48,0 days 08:06:25.000000000,0 days 03:50:19.000000000,14.657,Plug Out at Vehicle,Level 2,Salt Lake City,40.771263,-111.932381,1994131,84116,4.0,2.0,184,1,1,2018,7.75,16.0,3.66425,2018-7-3,131
9108,210213,2,PACKSIZE / CLEAN AIR 11,176,2018-07-03 07:36:33,2018-07-03 14:02:55,0 days 06:26:22.000000000,0 days 01:45:19.000000000,9.987,Plug Out at Vehicle,Level 2,Salt Lake City,40.742413,-111.98162099999999,348863,84065,3.25,1.0,184,1,1,2018,7.5,14.0,3.072923076923077,2018-7-3,131
9136,167713,1,PUBLIC USE / LIBERTY PARK,928,2018-07-03 11:28:43,2018-07-03 12:17:42,0 days 00:49:01.000000000,0 days 00:48:53.000000000,5.39,Plug Out at Vehicle,Level 2,Salt Lake City,40.746788,-111.87631200000001,792337,84103,0.5,0.5,184,1,1,2018,11.5,12.25,10.78,2018-7-3,131
9107,186285,1,RMP NTO OFFICE / NTO WEST LOT 1,836,2018-07-03 07:32:11,2018-07-03 08:32:38,0 days 01:00:30.000000000,0 days 01:00:08.000000000,3.077,Plug Out at Vehicle,Level 2,Salt Lake City,40.771259,-111.93231999999999,829009,84020,0.5,0.5,184,1,1,2018,7.5,8.5,6.154,2018-7-3,131
9106,210199,1,PACKSIZE / CLEAN AIR 6,348,2018-07-03 07:26:41,2018-07-03 17:01:26,0 days 09:34:42.000000000,0 days 03:07:33.000000000,9.301,Plug Out at Vehicle,Level 2,Salt Lake City,40.742577000000004,-111.981323,803613,84054,4.75,1.5,184,1,1,2018,7.5,17.0,1.9581052631578948,2018-7-3,131
9105,182073,2,PUBLIC USE / LIBERTY PARK 2,576,2018-07-03 07:11:49,2018-07-03 08:24:20,0 days 01:12:31.000000000,0 days 00:45:58.000000000,4.592,Plug Out at Vehicle,Level 2,Salt Lake City,40.746722999999996,-111.87631200000001,2079171,84014,0.5,0.5,184,1,1,2018,7.25,8.5,9.184,2018-7-3,131
9104,186415,2,RMP NTO OFFICE / NTO WEST LOT 3,748,2018-07-03 07:07:46,2018-07-03 12:24:42,0 days 05:17:01.000000000,0 days 02:01:28.000000000,6.3660000000000005,Plug Out at Vehicle,Level 2,Salt Lake City,40.771267,-111.932449,1217291,84128,2.75,1.0,184,1,1,2018,7.0,12.5,2.314909090909091,2018-7-3,131
9103,167175,2,PUBLIC USE / PIONEER PARK,666,2018-07-03 07:04:32,2018-07-03 09:21:17,0 days 02:16:44.000000000,0 days 01:59:27.000000000,6.045,Plug Out at Vehicle,Level 2,Salt Lake City,40.762714,-111.900902,2260521,84040,1.25,1.0,184,1,1,2018,7.0,9.25,4.836,2018-7-3,131
9102,186285,2,RMP NTO OFFICE / NTO WEST LOT 1,835,2018-07-03 07:00:31,2018-07-03 11:44:09,0 days 04:43:38.000000000,0 days 03:59:51.000000000,13.302999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.771259,-111.93231999999999,1350161,84037,2.25,2.0,184,1,1,2018,7.0,11.75,5.912444444444444,2018-7-3,131
9101,128725,1,RMP NTO OFFICE / STATION 1,1285,2018-07-03 06:40:14,2018-07-03 16:44:11,0 days 10:03:57.000000000,0 days 03:53:19.000000000,12.013,Plug Out at Vehicle,Level 2,Salt Lake City,40.770634,-111.93139599999999,1337271,84065,5.0,2.0,184,1,1,2018,6.75,16.75,2.4026,2018-7-3,131
9100,167347,2,PUBLIC USE / 159 S. MAIN ST,1417,2018-07-03 06:37:03,2018-07-03 08:49:55,0 days 02:12:53.000000000,0 days 02:01:23.000000000,6.432,CPS Server,Level 2,Salt Lake City,40.76569,-111.890976,1632851,84096,1.0,1.0,184,1,1,2018,6.5,8.75,6.432,2018-7-3,131
9099,167347,1,PUBLIC USE / 159 S. MAIN ST,1416,2018-07-03 06:33:05,2018-07-03 10:51:20,0 days 04:18:16.000000000,0 days 04:17:58.000000000,17.555,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,1275721,84111,2.25,2.25,184,1,1,2018,6.5,10.75,7.802222222222222,2018-7-3,131
9098,167713,2,PUBLIC USE / LIBERTY PARK,1530619716,2018-07-03 06:08:44,2018-07-03 11:40:22,0 days 05:31:38.000000000,0 days 04:17:30.000000000,13.134,Plug Out at Vehicle,Level 2,Salt Lake City,40.746788,-111.87631200000001,793437,84102,2.75,2.25,184,1,1,2018,6.25,11.75,4.776,2018-7-3,131
9096,167713,1,PUBLIC USE / LIBERTY PARK,927,2018-07-03 05:41:19,2018-07-03 09:26:59,0 days 03:45:40.000000000,0 days 03:15:14.000000000,11.725,Plug Out at Vehicle,Level 2,Salt Lake City,40.746788,-111.87631200000001,1767211,84105,2.0,1.75,184,1,1,2018,5.75,9.5,5.8625,2018-7-3,131
9113,182145,2,PUBLIC USE / SUNNYSIDE AVE,125,2018-07-03 08:20:29,2018-07-03 10:11:04,0 days 01:50:33.000000000,0 days 01:50:27.000000000,11.469000000000001,Customer,Level 2,Salt Lake City,40.751179,-111.814384,2389381,84129,1.0,1.0,184,1,1,2018,8.25,10.25,11.469000000000001,2018-7-3,131
9114,167437,2,PUBLIC USE / 300 SOUTH,1530627815,2018-07-03 08:23:42,2018-07-03 11:32:49,0 days 03:09:07.000000000,0 days 02:21:22.000000000,8.289,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,802263,84081,1.5,1.25,184,1,1,2018,8.5,11.5,5.526,2018-7-3,131
9097,182105,2,PUBLIC USE / FAIRMONT PARK,604,2018-07-03 05:56:58,2018-07-03 06:40:09,0 days 00:43:14.000000000,0 days 00:42:59.000000000,1.288,Plug Out at Vehicle,Level 2,Salt Lake City,40.722263,-111.86178600000001,623509,84115,0.25,0.25,184,1,1,2018,6.0,6.75,5.152,2018-7-3,131
9116,121747,1,FLEET / PSB-FIRE,1126,2018-07-03 08:46:32,2018-07-12 07:33:48,8 days 22:47:19.000000000,0 days 10:25:14.000000000,7.401,Plug Out at Vehicle,Level 2,Salt Lake City,40.7589,-111.882011,6583V,,11.5,5.25,184,1,1,2018,8.75,7.5,0.6435652173913043,2018-7-3,131
9134,153363,1B,RMP NTO OFFICE / NTO WEST LOT FC,1155,2018-07-03 10:58:44,2018-07-03 11:22:12,0 days 00:23:28.000000000,0 days 00:23:20.000000000,14.397,Plug Out at Station,DC Fast,Salt Lake City,40.771263,-111.93251000000001,1354601,84054,0.25,0.25,184,1,1,2018,11.0,11.25,57.588,2018-7-3,131
9133,165165,1,PUBLIC USE / INTL PEACE GARD,162,2018-07-03 10:46:10,2018-07-03 11:50:14,0 days 01:04:04.000000000,0 days 01:03:51.000000000,7.397,Plug Out at Vehicle,Level 2,Salt Lake City,40.746857,-111.91934199999999,1911791,84119,0.5,0.5,184,1,1,2018,10.75,11.75,14.794,2018-7-3,131
9132,121987,2,FLEET / PSB-FIRE 2,1153,2018-07-03 10:31:58,2018-07-03 12:25:08,0 days 01:53:08.000000000,0 days 01:29:54.000000000,7.672999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.758915,-111.882034,6585V,,1.0,0.75,184,1,1,2018,10.5,12.5,7.672999999999999,2018-7-3,131
9131,117511,2,FLEET / FLEET,1218,2018-07-03 10:05:05,2018-07-03 14:58:24,0 days 04:53:19.000000000,0 days 01:31:10.000000000,6.933,Plug Out at Vehicle,Level 2,Salt Lake City,40.758659,-111.946701,6577V,,2.5,0.75,184,1,1,2018,10.0,15.0,2.7732,2018-7-3,131
9130,182073,1,PUBLIC USE / LIBERTY PARK 2,578,2018-07-03 09:58:23,2018-07-03 11:54:26,0 days 01:56:02.000000000,0 days 01:52:21.000000000,8.046,Plug Out at Vehicle,Level 2,Salt Lake City,40.746722999999996,-111.87631200000001,1619691,84119,1.0,1.0,184,1,1,2018,10.0,12.0,8.046,2018-7-3,131
9128,204591,2,PACKSIZE / CLEAN AIR 3,146,2018-07-03 09:42:12,2018-07-03 15:17:50,0 days 05:35:38.000000000,0 days 03:53:56.000000000,12.315999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.742378,-111.981407,1087571,84014,2.75,2.0,184,1,1,2018,9.75,15.25,4.478545454545454,2018-7-3,131
9127,144179,1,FLEET / SLC FACILITIES,710,2018-07-03 09:41:32,2018-07-03 11:15:52,0 days 01:34:20.000000000,0 days 00:15:30.000000000,0.72,Plug Out at Vehicle,Level 2,Salt Lake City,40.75592,-111.8834,6569V,,0.75,0.25,184,1,1,2018,9.75,11.25,0.96,2018-7-3,131
9126,182139,1,PUBLIC USE / SUGAR HOUSE,1530632149,2018-07-03 09:35:57,2018-07-03 10:58:24,0 days 01:22:24.000000000,0 days 01:22:15.000000000,5.26,Plug Out at Vehicle,Level 2,Salt Lake City,40.723351,-111.85875700000001,1750841,84403,0.75,0.75,184,1,1,2018,9.5,11.0,7.013333333333333,2018-7-3,131
9129,210207,1,TEST / CLEAN AIR 9,299,2018-07-03 09:44:04,2018-07-03 16:09:35,0 days 06:25:34.000000000,0 days 00:50:55.000000000,4.783,Plug Out at Vehicle,Level 2,Salt Lake City,40.742496,-111.98101799999999,1671101,84103,3.25,0.5,184,1,1,2018,9.75,16.25,1.4716923076923079,2018-7-3,131
9124,167347,2,PUBLIC USE / 159 S. MAIN ST,1418,2018-07-03 09:18:12,2018-07-03 11:24:01,0 days 02:05:48.000000000,0 days 01:57:24.000000000,6.153,Customer,Level 2,Salt Lake City,40.76569,-111.890976,630723,84070,1.0,1.0,184,1,1,2018,9.25,11.5,6.153,2018-7-3,131
9117,204591,1,PACKSIZE / CLEAN AIR 3,145,2018-07-03 08:50:05,2018-07-03 16:43:45,0 days 07:53:38.000000000,0 days 03:58:25.000000000,11.466,Plug Out at Vehicle,Level 2,Salt Lake City,40.742378,-111.981407,1301971,84111,4.0,2.0,184,1,1,2018,8.75,16.75,2.8665,2018-7-3,131
9125,153363,1B,RMP NTO OFFICE / NTO WEST LOT FC,1154,2018-07-03 09:33:29,2018-07-03 09:59:09,0 days 00:25:40.000000000,0 days 00:25:32.000000000,16.076,Plug Out at Station,DC Fast,Salt Lake City,40.771263,-111.93251000000001,1953431,84057,0.25,0.25,184,1,1,2018,9.5,10.0,64.304,2018-7-3,131
9118,186285,1,RMP NTO OFFICE / NTO WEST LOT 1,837,2018-07-03 08:50:35,2018-07-03 13:52:57,0 days 05:02:22.000000000,0 days 03:50:41.000000000,13.034,Plug Out at Vehicle,Level 2,Salt Lake City,40.771259,-111.93231999999999,829009,84020,2.5,2.0,184,1,1,2018,8.75,13.75,5.2136000000000005,2018-7-3,131
9119,210215,2,PACKSIZE / CLEAN AIR 10,262,2018-07-03 08:51:53,2018-07-03 17:23:32,0 days 08:31:39.000000000,0 days 01:12:08.000000000,6.626,Plug Out at Vehicle,Level 2,Salt Lake City,40.742569,-111.98127,1968591,84054,4.25,0.5,184,1,1,2018,8.75,17.5,1.5590588235294118,2018-7-3,131
9115,121747,2,FLEET / PSB-FIRE,1125,2018-07-03 08:43:24,2018-07-03 12:48:57,0 days 04:05:33.000000000,0 days 02:14:14.000000000,6.603,Plug Out at Vehicle,Level 2,Salt Lake City,40.7589,-111.882011,6587V,,2.0,1.0,184,1,1,2018,8.75,12.75,3.3015,2018-7-3,131
9121,212301,2,PACKSIZE / CLEAN AIR 2,80,2018-07-03 08:59:22,2018-07-03 12:05:12,0 days 03:05:50.000000000,0 days 02:41:09.000000000,7.784,Plug Out at Vehicle,Level 2,Salt Lake City,40.742352000000004,-111.98126200000002,942421,84054,1.5,1.25,184,1,1,2018,9.0,12.0,5.189333333333333,2018-7-3,131
9122,167437,1,PUBLIC USE / 300 SOUTH,224,2018-07-03 09:07:14,2018-07-03 11:00:31,0 days 01:53:14.000000000,0 days 01:52:48.000000000,9.509,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,271473,ut,1.0,1.0,184,1,1,2018,9.0,11.0,9.509,2018-7-3,131
9123,167485,2,PUBLIC USE / LIBRARY SQUA P1,169,2018-07-03 09:10:04,2018-07-03 13:45:11,0 days 04:35:07.000000000,0 days 04:01:00.000000000,19.302,Plug Out at Vehicle,Level 2,Salt Lake City,40.759426,-111.883629,742465,84105,2.25,2.0,184,1,1,2018,9.25,13.75,8.578666666666667,2018-7-3,131
9120,210209,2,PACKSIZE / CLEAN AIR 12,293,2018-07-03 08:58:54,2018-07-03 16:50:19,0 days 07:51:25.000000000,0 days 02:52:01.000000000,12.802999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.742546000000004,-111.981224,1114701,84096,4.0,1.5,184,1,1,2018,9.0,16.75,3.2007499999999998,2018-7-3,131
9255,167485,2,PUBLIC USE / LIBRARY SQUA P1,171,2018-07-05 14:54:46,2018-07-05 17:08:39,0 days 02:13:53.000000000,0 days 01:16:50.000000000,2.49,Plug Out at Vehicle,Level 2,Salt Lake City,40.759426,-111.883629,522355,84115,1.0,0.75,186,3,1,2018,15.0,17.25,2.49,2018-7-5,133
9260,182073,2,PUBLIC USE / LIBERTY PARK 2,591,2018-07-05 15:09:28,2018-07-05 15:33:07,0 days 00:23:41.000000000,0 days 00:23:08.000000000,1.276,Plug Out at Vehicle,Level 2,Salt Lake City,40.746722999999996,-111.87631200000001,1670731,84092,0.25,0.25,186,3,1,2018,15.25,15.5,5.104,2018-7-5,133
9259,117979,1,FLEET / LIBRARY POOL,140,2018-07-05 15:05:01,2018-07-09 09:17:08,3 days 18:12:07.000000000,0 days 03:49:47.000000000,2.545,Plug Out at Vehicle,Level 2,Salt Lake City,40.758465,-111.883247,6575V,,9.0,2.0,186,3,1,2018,15.0,9.25,0.2827777777777778,2018-7-5,133
9258,167175,1,PUBLIC USE / PIONEER PARK,675,2018-07-05 15:02:23,2018-07-05 16:03:55,0 days 01:01:30.000000000,0 days 01:01:15.000000000,4.5360000000000005,Plug Out at Vehicle,Level 2,Salt Lake City,40.762714,-111.900902,1151281,84118,0.5,0.5,186,3,1,2018,15.0,16.0,9.072000000000001,2018-7-5,133
9257,121987,2,FLEET / PSB-FIRE 2,1155,2018-07-05 15:01:41,2018-07-09 09:44:34,3 days 18:42:52.000000000,0 days 03:49:15.000000000,8.383,Plug Out at Vehicle,Level 2,Salt Lake City,40.758915,-111.882034,6585V,,9.25,2.0,186,3,1,2018,15.0,9.75,0.9062702702702702,2018-7-5,133
9256,153363,1A,RMP NTO OFFICE / NTO WEST LOT FC,1160,2018-07-05 15:00:38,2018-07-05 15:23:53,0 days 00:23:15.000000000,0 days 00:22:48.000000000,9.777999999999999,Customer,DC Fast,Salt Lake City,40.771263,-111.93251000000001,647539,84404,0.25,0.25,186,3,1,2018,15.0,15.5,39.111999999999995,2018-7-5,133
