,Hour,DayCnt,DayYr,Arrivals,Energy,Duration,Charging
55,13.75,0.0,11.0,1.0,6.04,9.5,0.75
56,14.0,0.0,11.0,2.0,17.926,1.25,1.25
57,14.25,0.0,11.0,1.0,2.042,0.25,0.25
58,14.5,0.0,11.0,0.0,0.0,0.0,0.0
59,14.75,0.0,11.0,0.0,0.0,0.0,0.0
60,15.0,0.0,11.0,1.0,8.946,11.75,1.0
61,15.25,0.0,11.0,0.0,0.0,0.0,0.0
62,15.5,0.0,11.0,0.0,0.0,0.0,0.0
63,15.75,0.0,11.0,0.0,0.0,0.0,0.0
64,16.0,0.0,11.0,0.0,0.0,0.0,0.0
65,16.25,0.0,11.0,0.0,0.0,0.0,0.0
66,16.5,0.0,11.0,1.0,1.4709999999999999,0.25,0.25
67,16.75,0.0,11.0,0.0,0.0,0.0,0.0
68,17.0,0.0,11.0,0.0,0.0,0.0,0.0
69,17.25,0.0,11.0,1.0,3.6860000000000004,9.25,0.75
70,17.5,0.0,11.0,0.0,0.0,0.0,0.0
71,17.75,0.0,11.0,2.0,14.424000000000001,0.5,0.5
72,18.0,0.0,11.0,0.0,0.0,0.0,0.0
73,18.25,0.0,11.0,1.0,2.6689999999999996,0.25,0.25
74,18.5,0.0,11.0,0.0,0.0,0.0,0.0
75,18.75,0.0,11.0,1.0,11.838,2.0,1.5
76,19.0,0.0,11.0,1.0,11.475999999999999,1.25,1.25
77,19.25,0.0,11.0,0.0,0.0,0.0,0.0
78,19.5,0.0,11.0,1.0,4.997,0.5,0.5
79,19.75,0.0,11.0,0.0,0.0,0.0,0.0
80,20.0,0.0,11.0,0.0,0.0,0.0,0.0
81,20.25,0.0,11.0,0.0,0.0,0.0,0.0
82,20.5,0.0,11.0,1.0,3.529,0.75,0.5
83,20.75,0.0,11.0,0.0,0.0,0.0,0.0
84,21.0,0.0,11.0,0.0,0.0,0.0,0.0
85,21.25,0.0,11.0,0.0,0.0,0.0,0.0
86,21.5,0.0,11.0,0.0,0.0,0.0,0.0
87,21.75,0.0,11.0,0.0,0.0,0.0,0.0
88,22.0,0.0,11.0,0.0,0.0,0.0,0.0
89,22.25,0.0,11.0,0.0,0.0,0.0,0.0
90,22.5,0.0,11.0,0.0,0.0,0.0,0.0
91,22.75,0.0,11.0,0.0,0.0,0.0,0.0
92,23.0,0.0,11.0,0.0,0.0,0.0,0.0
93,23.25,0.0,11.0,0.0,0.0,0.0,0.0
94,23.5,0.0,11.0,0.0,0.0,0.0,0.0
95,23.75,0.0,11.0,0.0,0.0,0.0,0.0
96,0.0,1.0,15.0,0.0,0.0,0.0,0.0
97,0.25,1.0,15.0,0.0,0.0,0.0,0.0
98,0.5,1.0,15.0,0.0,0.0,0.0,0.0
99,0.75,1.0,15.0,0.0,0.0,0.0,0.0
100,1.0,1.0,15.0,0.0,0.0,0.0,0.0
101,1.25,1.0,15.0,0.0,0.0,0.0,0.0
102,1.5,1.0,15.0,0.0,0.0,0.0,0.0
103,1.75,1.0,15.0,0.0,0.0,0.0,0.0
104,2.0,1.0,15.0,0.0,0.0,0.0,0.0
105,2.25,1.0,15.0,0.0,0.0,0.0,0.0
106,2.5,1.0,15.0,0.0,0.0,0.0,0.0
107,2.75,1.0,15.0,0.0,0.0,0.0,0.0
108,3.0,1.0,15.0,0.0,0.0,0.0,0.0
109,3.25,1.0,15.0,0.0,0.0,0.0,0.0
110,3.5,1.0,15.0,0.0,0.0,0.0,0.0
111,3.75,1.0,15.0,0.0,0.0,0.0,0.0
112,4.0,1.0,15.0,0.0,0.0,0.0,0.0
113,4.25,1.0,15.0,0.0,0.0,0.0,0.0
114,4.5,1.0,15.0,0.0,0.0,0.0,0.0
115,4.75,1.0,15.0,0.0,0.0,0.0,0.0
116,5.0,1.0,15.0,0.0,0.0,0.0,0.0
117,5.25,1.0,15.0,0.0,0.0,0.0,0.0
118,5.5,1.0,15.0,0.0,0.0,0.0,0.0
119,5.75,1.0,15.0,0.0,0.0,0.0,0.0
120,6.0,1.0,15.0,0.0,0.0,0.0,0.0
121,6.25,1.0,15.0,2.0,22.704,1.5,0.625
122,6.5,1.0,15.0,1.0,15.499,2.75,2.25
123,6.75,1.0,15.0,0.0,0.0,0.0,0.0
124,7.0,1.0,15.0,0.0,0.0,0.0,0.0
125,7.25,1.0,15.0,5.0,53.74400000000001,3.65,1.45
126,7.5,1.0,15.0,2.0,21.975,2.0,1.875
127,7.75,1.0,15.0,4.0,43.18,3.375,1.875
128,8.0,1.0,15.0,6.0,51.096000000000004,3.6666666666666665,1.625
129,8.25,1.0,15.0,4.0,30.744,3.6875,1.1875
130,8.5,1.0,15.0,2.0,19.289,4.625,1.375
131,8.75,1.0,15.0,0.0,0.0,0.0,0.0
132,9.0,1.0,15.0,1.0,2.437,4.0,0.75
133,9.25,1.0,15.0,1.0,12.339,0.25,0.25
134,9.5,1.0,15.0,1.0,8.201,1.25,1.25
135,9.75,1.0,15.0,0.0,0.0,0.0,0.0
136,10.0,1.0,15.0,2.0,26.64,2.625,1.5
137,10.25,1.0,15.0,1.0,9.912,2.0,2.0
138,10.5,1.0,15.0,0.0,0.0,0.0,0.0
139,10.75,1.0,15.0,0.0,0.0,0.0,0.0
140,11.0,1.0,15.0,2.0,39.132999999999996,1.375,1.375
141,11.25,1.0,15.0,0.0,0.0,0.0,0.0
142,11.5,1.0,15.0,1.0,10.758,2.75,1.5
143,11.75,1.0,15.0,2.0,17.948,1.25,0.75
144,12.0,1.0,15.0,4.0,23.6,1.875,1.0625
145,12.25,1.0,15.0,2.0,15.766,1.125,0.75
146,12.5,1.0,15.0,1.0,4.172,0.5,0.5
147,12.75,1.0,15.0,1.0,3.054,2.5,0.5
148,13.0,1.0,15.0,4.0,31.707000000000004,1.75,0.75
149,13.25,1.0,15.0,3.0,33.455,2.0,1.5
150,13.5,1.0,15.0,1.0,16.410999999999998,1.25,1.25
151,13.75,1.0,15.0,0.0,0.0,0.0,0.0
152,14.0,1.0,15.0,0.0,0.0,0.0,0.0
153,14.25,1.0,15.0,0.0,0.0,0.0,0.0
154,14.5,1.0,15.0,1.0,7.106,1.25,1.25
155,14.75,1.0,15.0,0.0,0.0,0.0,0.0
156,15.0,1.0,15.0,1.0,1.5759999999999998,9.0,0.25
157,15.25,1.0,15.0,1.0,12.603,1.0,1.0
158,15.5,1.0,15.0,0.0,0.0,0.0,0.0
159,15.75,1.0,15.0,0.0,0.0,0.0,0.0
160,16.0,1.0,15.0,1.0,5.176,0.75,0.75
161,16.25,1.0,15.0,1.0,4.6819999999999995,0.5,0.5
162,16.5,1.0,15.0,1.0,6.135,1.25,1.25
163,16.75,1.0,15.0,1.0,7.156000000000001,0.75,0.75
164,17.0,1.0,15.0,0.0,0.0,0.0,0.0
165,17.25,1.0,15.0,0.0,0.0,0.0,0.0
166,17.5,1.0,15.0,1.0,2.572,0.25,0.25
167,17.75,1.0,15.0,1.0,17.887999999999998,1.5,1.5
168,18.0,1.0,15.0,1.0,9.504,1.0,1.0
169,18.25,1.0,15.0,0.0,0.0,0.0,0.0
170,18.5,1.0,15.0,0.0,0.0,0.0,0.0
171,18.75,1.0,15.0,1.0,12.397,1.0,1.0
172,19.0,1.0,15.0,1.0,6.766,1.0,1.0
173,19.25,1.0,15.0,1.0,9.36,0.75,0.75
174,19.5,1.0,15.0,1.0,6.609,1.5,1.0
175,19.75,1.0,15.0,0.0,0.0,0.0,0.0
176,20.0,1.0,15.0,0.0,0.0,0.0,0.0
177,20.25,1.0,15.0,0.0,0.0,0.0,0.0
178,20.5,1.0,15.0,0.0,0.0,0.0,0.0
179,20.75,1.0,15.0,0.0,0.0,0.0,0.0
180,21.0,1.0,15.0,0.0,0.0,0.0,0.0
181,21.25,1.0,15.0,0.0,0.0,0.0,0.0
182,21.5,1.0,15.0,0.0,0.0,0.0,0.0
183,21.75,1.0,15.0,0.0,0.0,0.0,0.0
184,22.0,1.0,15.0,0.0,0.0,0.0,0.0
185,22.25,1.0,15.0,0.0,0.0,0.0,0.0
186,22.5,1.0,15.0,0.0,0.0,0.0,0.0
187,22.75,1.0,15.0,0.0,0.0,0.0,0.0
188,23.0,1.0,15.0,0.0,0.0,0.0,0.0
189,23.25,1.0,15.0,0.0,0.0,0.0,0.0
190,23.5,1.0,15.0,0.0,0.0,0.0,0.0
191,23.75,1.0,15.0,0.0,0.0,0.0,0.0
192,0.0,2.0,16.0,0.0,0.0,0.0,0.0
193,0.25,2.0,16.0,0.0,0.0,0.0,0.0
194,0.5,2.0,16.0,0.0,0.0,0.0,0.0
195,0.75,2.0,16.0,0.0,0.0,0.0,0.0
196,1.0,2.0,16.0,0.0,0.0,0.0,0.0
197,1.25,2.0,16.0,0.0,0.0,0.0,0.0
198,1.5,2.0,16.0,0.0,0.0,0.0,0.0
199,1.75,2.0,16.0,0.0,0.0,0.0,0.0
200,2.0,2.0,16.0,0.0,0.0,0.0,0.0
201,2.25,2.0,16.0,0.0,0.0,0.0,0.0
202,2.5,2.0,16.0,0.0,0.0,0.0,0.0
203,2.75,2.0,16.0,0.0,0.0,0.0,0.0
204,3.0,2.0,16.0,0.0,0.0,0.0,0.0
205,3.25,2.0,16.0,0.0,0.0,0.0,0.0
206,3.5,2.0,16.0,0.0,0.0,0.0,0.0
207,3.75,2.0,16.0,0.0,0.0,0.0,0.0
208,4.0,2.0,16.0,0.0,0.0,0.0,0.0
209,4.25,2.0,16.0,0.0,0.0,0.0,0.0
210,4.5,2.0,16.0,0.0,0.0,0.0,0.0
211,4.75,2.0,16.0,0.0,0.0,0.0,0.0
212,5.0,2.0,16.0,0.0,0.0,0.0,0.0
213,5.25,2.0,16.0,0.0,0.0,0.0,0.0
214,5.5,2.0,16.0,0.0,0.0,0.0,0.0
215,5.75,2.0,16.0,0.0,0.0,0.0,0.0
216,6.0,2.0,16.0,0.0,0.0,0.0,0.0
217,6.25,2.0,16.0,0.0,0.0,0.0,0.0
218,6.5,2.0,16.0,0.0,0.0,0.0,0.0
219,6.75,2.0,16.0,1.0,8.05,1.75,1.25
220,7.0,2.0,16.0,2.0,23.537,3.75,1.5
221,7.25,2.0,16.0,1.0,6.7010000000000005,3.0,1.25
222,7.5,2.0,16.0,1.0,9.097000000000001,5.0,2.0
223,7.75,2.0,16.0,2.0,23.828,2.125,1.75
224,8.0,2.0,16.0,9.0,73.778,3.6944444444444446,1.3888888888888888
225,8.25,2.0,16.0,1.0,5.865,2.75,1.0
226,8.5,2.0,16.0,4.0,45.113,1.375,1.3125
227,8.75,2.0,16.0,0.0,0.0,0.0,0.0
228,9.0,2.0,16.0,0.0,0.0,0.0,0.0
229,9.25,2.0,16.0,3.0,24.943,2.25,1.1666666666666667
230,9.5,2.0,16.0,0.0,0.0,0.0,0.0
231,9.75,2.0,16.0,5.0,32.233000000000004,1.3,0.85
232,10.0,2.0,16.0,0.0,0.0,0.0,0.0
233,10.25,2.0,16.0,0.0,0.0,0.0,0.0
234,10.5,2.0,16.0,0.0,0.0,0.0,0.0
235,10.75,2.0,16.0,0.0,0.0,0.0,0.0
236,11.0,2.0,16.0,1.0,1.5819999999999999,0.25,0.25
237,11.25,2.0,16.0,0.0,0.0,0.0,0.0
238,11.5,2.0,16.0,1.0,3.9819999999999998,2.75,0.75
239,11.75,2.0,16.0,2.0,15.747,5.625,0.75
240,12.0,2.0,16.0,2.0,17.974999999999998,1.0,1.0
241,12.25,2.0,16.0,0.0,0.0,0.0,0.0
242,12.5,2.0,16.0,2.0,16.358999999999998,5.375,1.0
243,12.75,2.0,16.0,1.0,3.13,0.5,0.5
244,13.0,2.0,16.0,5.0,48.947,1.7,1.4
245,13.25,2.0,16.0,0.0,0.0,0.0,0.0
246,13.5,2.0,16.0,3.0,11.768,4.0,0.5
247,13.75,2.0,16.0,3.0,21.829,1.5,1.0833333333333333
248,14.0,2.0,16.0,1.0,9.466000000000001,1.5,1.5
249,14.25,2.0,16.0,0.0,0.0,0.0,0.0
250,14.5,2.0,16.0,0.0,0.0,0.0,0.0
251,14.75,2.0,16.0,1.0,2.414,0.25,0.25
252,15.0,2.0,16.0,2.0,23.521,5.25,1.625
253,15.25,2.0,16.0,2.0,16.287,1.0,1.0
254,15.5,2.0,16.0,0.0,0.0,0.0,0.0
255,15.75,2.0,16.0,0.0,0.0,0.0,0.0
256,16.0,2.0,16.0,0.0,0.0,0.0,0.0
257,16.25,2.0,16.0,2.0,18.018,4.5,1.375
258,16.5,2.0,16.0,0.0,0.0,0.0,0.0
259,16.75,2.0,16.0,0.0,0.0,0.0,0.0
260,17.0,2.0,16.0,0.0,0.0,0.0,0.0
261,17.25,2.0,16.0,1.0,15.755999999999998,2.75,1.75
262,17.5,2.0,16.0,0.0,0.0,0.0,0.0
263,17.75,2.0,16.0,0.0,0.0,0.0,0.0
264,18.0,2.0,16.0,0.0,0.0,0.0,0.0
265,18.25,2.0,16.0,0.0,0.0,0.0,0.0
266,18.5,2.0,16.0,0.0,0.0,0.0,0.0
267,18.75,2.0,16.0,1.0,4.5489999999999995,0.75,0.75
268,19.0,2.0,16.0,1.0,8.905,1.25,1.25
269,19.25,2.0,16.0,0.0,0.0,0.0,0.0
270,19.5,2.0,16.0,0.0,0.0,0.0,0.0
271,19.75,2.0,16.0,1.0,17.456,1.5,1.5
272,20.0,2.0,16.0,0.0,0.0,0.0,0.0
273,20.25,2.0,16.0,0.0,0.0,0.0,0.0
274,20.5,2.0,16.0,0.0,0.0,0.0,0.0
275,20.75,2.0,16.0,0.0,0.0,0.0,0.0
276,21.0,2.0,16.0,0.0,0.0,0.0,0.0
277,21.25,2.0,16.0,0.0,0.0,0.0,0.0
278,21.5,2.0,16.0,0.0,0.0,0.0,0.0
279,21.75,2.0,16.0,0.0,0.0,0.0,0.0
280,22.0,2.0,16.0,1.0,9.418,1.0,1.0
281,22.25,2.0,16.0,0.0,0.0,0.0,0.0
282,22.5,2.0,16.0,0.0,0.0,0.0,0.0
283,22.75,2.0,16.0,0.0,0.0,0.0,0.0
284,23.0,2.0,16.0,0.0,0.0,0.0,0.0
285,23.25,2.0,16.0,0.0,0.0,0.0,0.0
286,23.5,2.0,16.0,0.0,0.0,0.0,0.0
287,23.75,2.0,16.0,0.0,0.0,0.0,0.0
288,0.0,3.0,21.0,0.0,0.0,0.0,0.0
289,0.25,3.0,21.0,0.0,0.0,0.0,0.0
290,0.5,3.0,21.0,0.0,0.0,0.0,0.0
291,0.75,3.0,21.0,0.0,0.0,0.0,0.0
292,1.0,3.0,21.0,0.0,0.0,0.0,0.0
293,1.25,3.0,21.0,0.0,0.0,0.0,0.0
294,1.5,3.0,21.0,0.0,0.0,0.0,0.0
295,1.75,3.0,21.0,0.0,0.0,0.0,0.0
296,2.0,3.0,21.0,0.0,0.0,0.0,0.0
297,2.25,3.0,21.0,0.0,0.0,0.0,0.0
298,2.5,3.0,21.0,0.0,0.0,0.0,0.0
299,2.75,3.0,21.0,0.0,0.0,0.0,0.0
300,3.0,3.0,21.0,0.0,0.0,0.0,0.0
301,3.25,3.0,21.0,0.0,0.0,0.0,0.0
302,3.5,3.0,21.0,0.0,0.0,0.0,0.0
303,3.75,3.0,21.0,0.0,0.0,0.0,0.0
304,4.0,3.0,21.0,0.0,0.0,0.0,0.0
305,4.25,3.0,21.0,0.0,0.0,0.0,0.0
306,4.5,3.0,21.0,0.0,0.0,0.0,0.0
307,4.75,3.0,21.0,0.0,0.0,0.0,0.0
308,5.0,3.0,21.0,0.0,0.0,0.0,0.0
309,5.25,3.0,21.0,0.0,0.0,0.0,0.0
310,5.5,3.0,21.0,0.0,0.0,0.0,0.0
311,5.75,3.0,21.0,0.0,0.0,0.0,0.0
312,6.0,3.0,21.0,0.0,0.0,0.0,0.0
313,6.25,3.0,21.0,1.0,3.7689999999999997,0.5,0.5
314,6.5,3.0,21.0,1.0,2.164,0.25,0.25
315,6.75,3.0,21.0,1.0,18.172,4.25,2.0
316,7.0,3.0,21.0,2.0,10.34,2.625,0.625
317,7.25,3.0,21.0,2.0,18.545,3.875,1.5
318,7.5,3.0,21.0,1.0,6.388,4.25,1.0
319,7.75,3.0,21.0,6.0,63.42499999999999,3.0,1.5
320,8.0,3.0,21.0,4.0,39.675,3.5625,1.9375
321,8.25,3.0,21.0,4.0,37.414,1.9375,0.8125
322,8.5,3.0,21.0,1.0,7.1129999999999995,4.5,1.5
323,8.75,3.0,21.0,2.0,10.661000000000001,1.5,0.625
324,9.0,3.0,21.0,2.0,7.8709999999999996,1.125,0.625
325,9.25,3.0,21.0,1.0,7.257999999999999,1.0,1.0
326,9.5,3.0,21.0,0.0,0.0,0.0,0.0
327,9.75,3.0,21.0,1.0,18.017,11.5,2.25
328,10.0,3.0,21.0,1.0,7.215,1.25,1.0
329,10.25,3.0,21.0,1.0,7.372000000000001,1.0,1.0
330,10.5,3.0,21.0,1.0,6.702000000000001,1.0,0.75
331,10.75,3.0,21.0,2.0,9.553999999999998,0.375,0.375
332,11.0,3.0,21.0,1.0,3.1860000000000004,0.25,0.25
333,11.25,3.0,21.0,0.0,0.0,0.0,0.0
334,11.5,3.0,21.0,0.0,0.0,0.0,0.0
335,11.75,3.0,21.0,1.0,8.86,1.25,1.25
336,12.0,3.0,21.0,3.0,28.564,4.25,0.8333333333333334
337,12.25,3.0,21.0,1.0,2.418,2.5,0.5
338,12.5,3.0,21.0,3.0,33.073,4.5,1.3333333333333333
339,12.75,3.0,21.0,1.0,6.6610000000000005,10.0,0.75
340,13.0,3.0,21.0,0.0,0.0,0.0,0.0
341,13.25,3.0,21.0,3.0,14.494,1.25,0.6666666666666666
342,13.5,3.0,21.0,0.0,0.0,0.0,0.0
343,13.75,3.0,21.0,2.0,15.921,6.25,1.875
344,14.0,3.0,21.0,3.0,40.019999999999996,4.416666666666667,1.3333333333333333
345,14.25,3.0,21.0,1.0,6.99,0.5,0.5
346,14.5,3.0,21.0,2.0,7.329,5.25,0.625
347,14.75,3.0,21.0,0.0,0.0,0.0,0.0
348,15.0,3.0,21.0,1.0,1.197,1.0,0.25
349,15.25,3.0,21.0,0.0,0.0,0.0,0.0
350,15.5,3.0,21.0,2.0,7.925,0.625,0.625
351,15.75,3.0,21.0,0.0,0.0,0.0,0.0
352,16.0,3.0,21.0,2.0,9.399,0.75,0.75
353,16.25,3.0,21.0,0.0,0.0,0.0,0.0
354,16.5,3.0,21.0,0.0,0.0,0.0,0.0
355,16.75,3.0,21.0,1.0,5.187,0.75,0.75
356,17.0,3.0,21.0,0.0,0.0,0.0,0.0
357,17.25,3.0,21.0,0.0,0.0,0.0,0.0
358,17.5,3.0,21.0,0.0,0.0,0.0,0.0
359,17.75,3.0,21.0,1.0,7.022,1.0,1.0
360,18.0,3.0,21.0,1.0,5.949,0.5,0.5
361,18.25,3.0,21.0,0.0,0.0,0.0,0.0
362,18.5,3.0,21.0,0.0,0.0,0.0,0.0
363,18.75,3.0,21.0,1.0,5.635,0.75,0.75
364,19.0,3.0,21.0,0.0,0.0,0.0,0.0
365,19.25,3.0,21.0,0.0,0.0,0.0,0.0
366,19.5,3.0,21.0,0.0,0.0,0.0,0.0
367,19.75,3.0,21.0,0.0,0.0,0.0,0.0
368,20.0,3.0,21.0,0.0,0.0,0.0,0.0
369,20.25,3.0,21.0,0.0,0.0,0.0,0.0
370,20.5,3.0,21.0,0.0,0.0,0.0,0.0
371,20.75,3.0,21.0,0.0,0.0,0.0,0.0
372,21.0,3.0,21.0,0.0,0.0,0.0,0.0
373,21.25,3.0,21.0,0.0,0.0,0.0,0.0
374,21.5,3.0,21.0,0.0,0.0,0.0,0.0
375,21.75,3.0,21.0,0.0,0.0,0.0,0.0
376,22.0,3.0,21.0,0.0,0.0,0.0,0.0
377,22.25,3.0,21.0,0.0,0.0,0.0,0.0
378,22.5,3.0,21.0,0.0,0.0,0.0,0.0
379,22.75,3.0,21.0,0.0,0.0,0.0,0.0
380,23.0,3.0,21.0,0.0,0.0,0.0,0.0
381,23.25,3.0,21.0,0.0,0.0,0.0,0.0
382,23.5,3.0,21.0,0.0,0.0,0.0,0.0
383,23.75,3.0,21.0,0.0,0.0,0.0,0.0
384,0.0,4.0,24.0,0.0,0.0,0.0,0.0
385,0.25,4.0,24.0,0.0,0.0,0.0,0.0
386,0.5,4.0,24.0,0.0,0.0,0.0,0.0
387,0.75,4.0,24.0,0.0,0.0,0.0,0.0
388,1.0,4.0,24.0,0.0,0.0,0.0,0.0
389,1.25,4.0,24.0,0.0,0.0,0.0,0.0
390,1.5,4.0,24.0,0.0,0.0,0.0,0.0
391,1.75,4.0,24.0,0.0,0.0,0.0,0.0
392,2.0,4.0,24.0,0.0,0.0,0.0,0.0
393,2.25,4.0,24.0,0.0,0.0,0.0,0.0
394,2.5,4.0,24.0,0.0,0.0,0.0,0.0
395,2.75,4.0,24.0,0.0,0.0,0.0,0.0
396,3.0,4.0,24.0,0.0,0.0,0.0,0.0
397,3.25,4.0,24.0,0.0,0.0,0.0,0.0
398,3.5,4.0,24.0,0.0,0.0,0.0,0.0
399,3.75,4.0,24.0,0.0,0.0,0.0,0.0
400,4.0,4.0,24.0,0.0,0.0,0.0,0.0
401,4.25,4.0,24.0,0.0,0.0,0.0,0.0
402,4.5,4.0,24.0,0.0,0.0,0.0,0.0
403,4.75,4.0,24.0,0.0,0.0,0.0,0.0
404,5.0,4.0,24.0,0.0,0.0,0.0,0.0
405,5.25,4.0,24.0,0.0,0.0,0.0,0.0
406,5.5,4.0,24.0,0.0,0.0,0.0,0.0
407,5.75,4.0,24.0,0.0,0.0,0.0,0.0
408,6.0,4.0,24.0,0.0,0.0,0.0,0.0
409,6.25,4.0,24.0,1.0,4.363,0.75,0.75
410,6.5,4.0,24.0,1.0,6.356,0.25,0.25
411,6.75,4.0,24.0,0.0,0.0,0.0,0.0
412,7.0,4.0,24.0,2.0,15.837,1.375,1.25
413,7.25,4.0,24.0,1.0,2.352,0.25,0.25
414,7.5,4.0,24.0,2.0,25.262,3.5,1.5
415,7.75,4.0,24.0,1.0,11.195,4.0,1.75
416,8.0,4.0,24.0,3.0,21.005,3.4166666666666665,1.25
417,8.25,4.0,24.0,2.0,19.703,3.0,1.875
418,8.5,4.0,24.0,5.0,56.037,2.35,1.75
419,8.75,4.0,24.0,2.0,18.46,2.625,1.5
420,9.0,4.0,24.0,1.0,2.51,1.75,0.5
421,9.25,4.0,24.0,2.0,19.772,2.0,1.625
422,9.5,4.0,24.0,2.0,10.425,0.875,0.875
423,9.75,4.0,24.0,2.0,6.446,0.375,0.375
424,10.0,4.0,24.0,1.0,6.636,3.0,1.25
425,10.25,4.0,24.0,1.0,9.03,1.5,1.5
426,10.5,4.0,24.0,1.0,6.125,2.0,1.0
427,10.75,4.0,24.0,0.0,0.0,0.0,0.0
428,11.0,4.0,24.0,1.0,12.081,3.25,1.5
429,11.25,4.0,24.0,1.0,4.841,1.25,0.75
430,11.5,4.0,24.0,2.0,16.167,0.625,0.5
431,11.75,4.0,24.0,0.0,0.0,0.0,0.0
432,12.0,4.0,24.0,1.0,4.707,1.0,0.5
433,12.25,4.0,24.0,2.0,13.239999999999998,0.5,2.625
434,12.5,4.0,24.0,1.0,9.374,11.0,3.0
435,12.75,4.0,24.0,0.0,0.0,0.0,0.0
436,13.0,4.0,24.0,0.0,0.0,0.0,0.0
437,13.25,4.0,24.0,2.0,13.005,5.375,1.875
438,13.5,4.0,24.0,3.0,16.798,0.9166666666666666,0.5833333333333334
439,13.75,4.0,24.0,0.0,0.0,0.0,0.0
440,14.0,4.0,24.0,1.0,1.5119999999999998,0.75,0.25
441,14.25,4.0,24.0,0.0,0.0,0.0,0.0
442,14.5,4.0,24.0,1.0,2.804,1.5,1.0
443,14.75,4.0,24.0,0.0,0.0,0.0,0.0
444,15.0,4.0,24.0,0.0,0.0,0.0,0.0
445,15.25,4.0,24.0,1.0,10.2,1.25,1.25
446,15.5,4.0,24.0,0.0,0.0,0.0,0.0
447,15.75,4.0,24.0,0.0,0.0,0.0,0.0
448,16.0,4.0,24.0,1.0,13.796,8.5,3.0
449,16.25,4.0,24.0,0.0,0.0,0.0,0.0
450,16.5,4.0,24.0,0.0,0.0,0.0,0.0
451,16.75,4.0,24.0,1.0,2.445,0.25,0.25
452,17.0,4.0,24.0,0.0,0.0,0.0,0.0
453,17.25,4.0,24.0,0.0,0.0,0.0,0.0
454,17.5,4.0,24.0,0.0,0.0,0.0,0.0
