,EVSE ID,Port Number,Station Name,Plug In Event Id,Start Date,End Date,Total Duration (hh:mm:ss),Charging Time (hh:mm:ss),Energy (kWh),Ended By,Port Type,City,Latitude,Longitude,User ID,Driver Postal Code,Duration (h),Charging (h),DayofYr,DayofWk,isWeekday,Year,StartHr,EndHr,AvgPwr,Date,dayCount
8170,121747,2,FLEET / PSB-FIRE,1103,2018-06-18 13:42:10,2018-06-18 17:06:36,0 days 03:24:30.000000000,0 days 03:24:18.000000000,5.694,Plug Out at Vehicle,Level 2,Salt Lake City,40.7589,-111.882011,6587V,,1.75,1.75,169,0,1,2018,13.0,17.0,3.2537142857142856,2018-6-18,120
8171,210199,1,PACKSIZE / CLEAN AIR 6,323,2018-06-18 13:44:42,2018-06-18 17:28:01,0 days 03:43:19.000000000,0 days 00:59:28.000000000,1.9909999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.742577000000004,-111.981323,803613,84054,1.75,0.5,169,0,1,2018,13.0,17.0,1.1377142857142857,2018-6-18,120
8172,167347,1,PUBLIC USE / 159 S. MAIN ST,1323,2018-06-18 13:45:48,2018-06-18 14:54:10,0 days 01:08:24.000000000,0 days 01:08:00.000000000,7.426,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,2208441,84105,0.5,0.5,169,0,1,2018,13.0,14.0,14.852,2018-6-18,120
8176,204577,2,PACKSIZE / CLEAN AIR 4,335,2018-06-18 14:52:51,2018-06-18 19:05:19,0 days 04:12:28.000000000,0 days 03:11:29.000000000,14.489,Plug Out at Vehicle,Level 2,Salt Lake City,40.742542,-111.981163,1896231,91381,2.0,1.5,169,0,1,2018,14.0,19.0,7.2445,2018-6-18,120
8174,144179,2,FLEET / SLC FACILITIES,698,2018-06-18 14:08:12,2018-06-19 09:18:22,0 days 19:10:10.000000000,0 days 01:40:12.000000000,8.443,Plug Out at Vehicle,Level 2,Salt Lake City,40.75592,-111.8834,6569V,,9.5,0.75,169,0,1,2018,14.0,9.0,0.8887368421052632,2018-6-18,120
8175,167713,1,PUBLIC USE / LIBERTY PARK,1529355034,2018-06-18 14:50:42,2018-06-18 17:45:54,0 days 02:55:17.000000000,0 days 01:28:54.000000000,9.873,Plug Out at Vehicle,Level 2,Salt Lake City,40.746788,-111.87631200000001,2187461,84084,1.5,0.75,169,0,1,2018,14.0,17.0,6.582,2018-6-18,120
8169,186415,1,RMP NTO OFFICE / NTO WEST LOT 3,715,2018-06-18 13:25:31,2018-06-18 17:36:32,0 days 04:11:01.000000000,0 days 02:28:14.000000000,13.142999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.771267,-111.932449,447091,84401,2.0,1.25,169,0,1,2018,13.0,17.0,6.5714999999999995,2018-6-18,120
8173,167437,1,PUBLIC USE / 300 SOUTH,1529351517,2018-06-18 13:52:06,2018-06-18 15:54:08,0 days 02:02:05.000000000,0 days 02:01:44.000000000,9.798,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,1194721,84014,1.0,1.0,169,0,1,2018,13.0,15.0,9.798,2018-6-18,120
8168,167175,2,PUBLIC USE / PIONEER PARK,598,2018-06-18 13:23:39,2018-06-18 16:53:57,0 days 03:30:17.000000000,0 days 01:22:50.000000000,5.577999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.762714,-111.900902,1151281,84118,1.75,0.75,169,0,1,2018,13.0,16.0,3.1874285714285713,2018-6-18,120
8159,182073,2,PUBLIC USE / LIBERTY PARK 2,537,2018-06-18 12:23:44,2018-06-18 13:39:48,0 days 01:16:02.000000000,0 days 01:15:56.000000000,8.692,Plug Out at Vehicle,Level 2,Salt Lake City,40.746722999999996,-111.87631200000001,2079171,84014,0.75,0.75,169,0,1,2018,12.0,13.0,11.589333333333334,2018-6-18,120
8166,167713,2,PUBLIC USE / LIBERTY PARK,863,2018-06-18 12:49:29,2018-06-18 13:31:45,0 days 00:42:19.000000000,0 days 00:42:07.000000000,4.609,Plug Out at Vehicle,Level 2,Salt Lake City,40.746788,-111.87631200000001,1095321,84020,0.25,0.25,169,0,1,2018,12.0,13.0,18.436,2018-6-18,120
8165,186415,2,RMP NTO OFFICE / NTO WEST LOT 3,714,2018-06-18 12:43:32,2018-06-18 17:07:58,0 days 04:24:26.000000000,0 days 01:37:26.000000000,4.635,Plug Out at Vehicle,Level 2,Salt Lake City,40.771267,-111.932449,1994131,84116,2.25,0.75,169,0,1,2018,12.0,17.0,2.06,2018-6-18,120
8164,117979,1,FLEET / LIBRARY POOL,126,2018-06-18 12:39:27,2018-06-20 12:36:09,1 days 23:56:46.000000000,0 days 00:25:35.000000000,1.1540000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.758465,-111.883247,6575V,,12.0,0.25,169,0,1,2018,12.0,12.0,0.09616666666666668,2018-6-18,120
8163,167347,2,PUBLIC USE / 159 S. MAIN ST,1320,2018-06-18 12:31:08,2018-06-18 15:38:33,0 days 03:07:25.000000000,0 days 01:19:23.000000000,4.572,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,787127,84116,1.5,0.75,169,0,1,2018,12.0,15.0,3.048,2018-6-18,120
8162,352031,1,SALT LAKE CITY / SLC COMPLIANCE2,141,2018-06-18 12:30:36,2018-06-18 13:29:14,0 days 00:58:40.000000000,0 days 00:58:23.000000000,5.968999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.756054,-111.88440700000001,33371V,,0.5,0.5,169,0,1,2018,12.0,13.0,11.937999999999999,2018-6-18,120
8161,117979,2,FLEET / LIBRARY POOL,125,2018-06-18 12:25:44,2018-06-20 11:50:34,1 days 23:24:50.000000000,0 days 00:28:25.000000000,1.5630000000000002,Plug Out at Vehicle,Level 2,Salt Lake City,40.758465,-111.883247,6573V,,11.75,0.25,169,0,1,2018,12.0,11.0,0.1330212765957447,2018-6-18,120
8160,186285,2,RMP NTO OFFICE / NTO WEST LOT 1,799,2018-06-18 12:24:01,2018-06-18 15:01:58,0 days 02:38:00.000000000,0 days 02:37:38.000000000,7.855,Plug Out at Vehicle,Level 2,Salt Lake City,40.771259,-111.93231999999999,829009,84020,1.25,1.25,169,0,1,2018,12.0,15.0,6.284000000000001,2018-6-18,120
8177,128725,1,RMP NTO OFFICE / STATION 1,1265,2018-06-18 15:06:21,2018-06-18 17:32:35,0 days 02:26:10.000000000,0 days 02:26:05.000000000,7.757999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.770634,-111.93139599999999,1211931,84124,1.25,1.25,169,0,1,2018,15.0,17.0,6.2063999999999995,2018-6-18,120
8167,167437,2,PUBLIC USE / 300 SOUTH,139,2018-06-18 12:57:03,2018-06-18 15:29:52,0 days 02:32:48.000000000,0 days 02:02:25.000000000,6.558,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,2344261,82007,1.25,1.0,169,0,1,2018,12.0,15.0,5.2463999999999995,2018-6-18,120
8178,352031,2,SALT LAKE CITY / SLC COMPLIANCE2,142,2018-06-18 15:19:40,2018-06-19 06:58:26,0 days 15:38:46.000000000,0 days 02:28:45.000000000,13.997,Plug Out at Vehicle,Level 2,Salt Lake City,40.756054,-111.88440700000001,47121V,,7.75,1.25,169,0,1,2018,15.0,6.0,1.8060645161290323,2018-6-18,120
8200,167713,1,PUBLIC USE / LIBERTY PARK,865,2018-06-18 23:59:17,2018-06-19 09:40:08,0 days 09:40:51.000000000,0 days 07:27:59.000000000,15.53,Plug Out at Vehicle,Level 2,Salt Lake City,40.746788,-111.87631200000001,749237,84103,4.75,3.75,169,0,1,2018,23.0,9.0,3.269473684210526,2018-6-18,120
8180,182139,1,PUBLIC USE / SUGAR HOUSE,1278,2018-06-18 15:44:31,2018-06-18 17:09:00,0 days 01:24:30.000000000,0 days 01:23:56.000000000,4.762,Plug Out at Vehicle,Level 2,Salt Lake City,40.723351,-111.85875700000001,2243611,84108,0.75,0.75,169,0,1,2018,15.0,17.0,6.349333333333333,2018-6-18,120
8158,182139,1,PUBLIC USE / SUGAR HOUSE,1277,2018-06-18 12:21:57,2018-06-18 13:11:02,0 days 00:49:05.000000000,0 days 00:10:22.000000000,1.0190000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.723351,-111.85875700000001,1333911,84124,0.5,0.0,169,0,1,2018,12.0,13.0,2.0380000000000003,2018-6-18,120
8199,352051,2,SALT LAKE CITY / COMPLAINCE 1,65,2018-06-18 22:54:01,2018-06-19 07:05:58,0 days 08:11:57.000000000,0 days 02:16:14.000000000,13.14,Plug Out at Vehicle,Level 2,Salt Lake City,40.755736999999996,-111.88454399999999,33361V,,4.0,1.25,169,0,1,2018,22.0,7.0,3.285,2018-6-18,120
8198,352031,1,SALT LAKE CITY / SLC COMPLIANCE2,143,2018-06-18 22:46:01,2018-06-19 07:32:01,0 days 08:46:00.000000000,0 days 03:31:25.000000000,21.000999999999998,Plug Out at Vehicle,Level 2,Salt Lake City,40.756054,-111.88440700000001,33371V,,4.5,1.75,169,0,1,2018,22.0,7.0,4.666888888888888,2018-6-18,120
8197,167347,2,PUBLIC USE / 159 S. MAIN ST,1326,2018-06-18 21:08:37,2018-06-18 22:02:18,0 days 00:53:39.000000000,0 days 00:53:21.000000000,3.0460000000000003,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,708913,84111,0.5,0.5,169,0,1,2018,21.0,22.0,6.0920000000000005,2018-6-18,120
8196,182139,2,PUBLIC USE / SUGAR HOUSE,1280,2018-06-18 21:05:13,2018-06-18 21:53:12,0 days 00:47:56.000000000,0 days 00:47:44.000000000,5.171,Plug Out at Vehicle,Level 2,Salt Lake City,40.723351,-111.85875700000001,732983,84047,0.5,0.5,169,0,1,2018,21.0,21.0,10.342,2018-6-18,120
8195,167437,1,PUBLIC USE / 300 SOUTH,1529375471,2018-06-18 20:31:18,2018-06-18 21:54:03,0 days 01:22:47.000000000,0 days 01:22:08.000000000,5.119,CPS Server,Level 2,Salt Lake City,40.762943,-111.889496,731755,84116,0.75,0.75,169,0,1,2018,20.0,21.0,6.825333333333333,2018-6-18,120
8194,182105,1,PUBLIC USE / FAIRMONT PARK,1529374374,2018-06-18 20:13:01,2018-06-18 21:26:04,0 days 01:13:00.000000000,0 days 01:12:51.000000000,8.482000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.722263,-111.86178600000001,422399,97217,0.5,0.5,169,0,1,2018,20.0,21.0,16.964000000000002,2018-6-18,120
8193,167713,2,PUBLIC USE / LIBERTY PARK,864,2018-06-18 19:31:00,2018-06-18 20:49:10,0 days 01:18:14.000000000,0 days 01:17:24.000000000,9.211,Plug Out at Vehicle,Level 2,Salt Lake City,40.746788,-111.87631200000001,2346621,84119,0.75,0.75,169,0,1,2018,19.0,20.0,12.281333333333334,2018-6-18,120
8191,153363,1B,RMP NTO OFFICE / NTO WEST LOT FC,1107,2018-06-18 19:14:44,2018-06-18 19:36:24,0 days 00:21:40.000000000,0 days 00:21:32.000000000,13.748,Plug Out at Station,DC Fast,Salt Lake City,40.771263,-111.93251000000001,1354601,84054,0.25,0.25,169,0,1,2018,19.0,19.0,54.992,2018-6-18,120
8190,182105,1,PUBLIC USE / FAIRMONT PARK,560,2018-06-18 18:59:53,2018-06-18 19:46:38,0 days 00:46:49.000000000,0 days 00:46:15.000000000,5.025,Plug Out at Vehicle,Level 2,Salt Lake City,40.722263,-111.86178600000001,1710301,84115,0.5,0.5,169,0,1,2018,18.0,19.0,10.05,2018-6-18,120
8189,167437,2,PUBLIC USE / 300 SOUTH,140,2018-06-18 18:30:09,2018-06-18 21:59:52,0 days 03:29:46.000000000,0 days 03:29:20.000000000,16.793,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,1517181,84102,1.75,1.75,169,0,1,2018,18.0,21.0,9.596,2018-6-18,120
8188,165161,2,PUBLIC USE / SORENSON MULTIC,153,2018-06-18 17:37:57,2018-06-18 21:19:38,0 days 03:41:43.000000000,0 days 03:41:26.000000000,11.52,Plug Out at Vehicle,Level 2,Salt Lake City,40.740749,-111.914368,791059,84104,1.75,1.75,169,0,1,2018,17.0,21.0,6.582857142857143,2018-6-18,120
8187,167347,1,PUBLIC USE / 159 S. MAIN ST,1325,2018-06-18 17:23:59,2018-06-18 18:10:04,0 days 00:46:08.000000000,0 days 00:45:45.000000000,5.2860000000000005,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,2208441,84105,0.5,0.5,169,0,1,2018,17.0,18.0,10.572000000000001,2018-6-18,120
8186,153363,1A,RMP NTO OFFICE / NTO WEST LOT FC,1106,2018-06-18 17:20:23,2018-06-18 17:54:51,0 days 00:34:28.000000000,0 days 00:34:19.000000000,8.745,Plug Out at Station,DC Fast,Salt Lake City,40.771263,-111.93251000000001,714481,84116,0.25,0.25,169,0,1,2018,17.0,17.0,34.98,2018-6-18,120
8185,182105,1,PUBLIC USE / FAIRMONT PARK,559,2018-06-18 16:41:37,2018-06-18 17:38:26,0 days 00:56:52.000000000,0 days 00:56:33.000000000,6.481,Plug Out at Vehicle,Level 2,Salt Lake City,40.722263,-111.86178600000001,1690441,84105,0.5,0.5,169,0,1,2018,16.0,17.0,12.962,2018-6-18,120
8184,167437,1,PUBLIC USE / 300 SOUTH,1529360749,2018-06-18 16:25:58,2018-06-18 19:31:13,0 days 03:05:18.000000000,0 days 03:04:47.000000000,13.557,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,1228131,84111,1.5,1.5,169,0,1,2018,16.0,19.0,9.038,2018-6-18,120
8183,167347,2,PUBLIC USE / 159 S. MAIN ST,1324,2018-06-18 15:58:03,2018-06-18 17:22:42,0 days 01:24:41.000000000,0 days 01:24:28.000000000,4.905,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,1194721,84014,0.75,0.75,169,0,1,2018,15.0,17.0,6.54,2018-6-18,120
8182,182145,2,PUBLIC USE / SUNNYSIDE AVE,1529358602,2018-06-18 15:50:09,2018-06-18 19:29:53,0 days 03:39:44.000000000,0 days 01:59:01.000000000,4.342,CPS Server,Level 2,Salt Lake City,40.751179,-111.814384,1163771,84109,1.75,1.0,169,0,1,2018,15.0,19.0,2.481142857142857,2018-6-18,120
8181,121987,2,FLEET / PSB-FIRE 2,1136,2018-06-18 15:46:11,2018-06-19 08:50:21,0 days 17:04:10.000000000,0 days 01:38:54.000000000,8.505,Plug Out at Vehicle,Level 2,Salt Lake City,40.758915,-111.882034,6585V,,8.5,0.75,169,0,1,2018,15.0,8.0,1.0005882352941178,2018-6-18,120
8179,167437,2,PUBLIC USE / 300 SOUTH,1529358152,2018-06-18 15:42:37,2018-06-18 17:44:33,0 days 02:01:57.000000000,0 days 02:01:33.000000000,9.246,CPS Server,Level 2,Salt Lake City,40.762943,-111.889496,772581,84074,1.0,1.0,169,0,1,2018,15.0,17.0,9.246,2018-6-18,120
8157,186285,1,RMP NTO OFFICE / NTO WEST LOT 1,798,2018-06-18 12:17:47,2018-06-18 17:03:10,0 days 04:45:23.000000000,0 days 02:04:27.000000000,4.9110000000000005,Plug Out at Vehicle,Level 2,Salt Lake City,40.771259,-111.93231999999999,1054141,84123,2.5,1.0,169,0,1,2018,12.0,17.0,1.9644000000000001,2018-6-18,120
8192,182145,1,PUBLIC USE / SUNNYSIDE AVE,104,2018-06-18 19:20:59,2018-06-18 20:42:57,0 days 01:21:55.000000000,0 days 01:21:49.000000000,9.417,Plug Out at Vehicle,Level 2,Salt Lake City,40.751179,-111.814384,2322431,84108,0.75,0.75,169,0,1,2018,19.0,20.0,12.556,2018-6-18,120
8155,210215,2,PACKSIZE / CLEAN AIR 10,248,2018-06-18 11:51:45,2018-06-18 18:00:45,0 days 06:09:00.000000000,0 days 02:37:55.000000000,7.756,Plug Out at Vehicle,Level 2,Salt Lake City,40.742569,-111.98127,942421,84054,3.0,1.25,169,0,1,2018,11.0,18.0,2.5853333333333333,2018-6-18,120
8131,210207,2,TEST / CLEAN AIR 9,281,2018-06-18 08:36:17,2018-06-18 16:12:28,0 days 07:36:15.000000000,0 days 01:54:37.000000000,10.43,Plug Out at Vehicle,Level 2,Salt Lake City,40.742496,-111.98101799999999,853712,84124,3.75,1.0,169,0,1,2018,8.0,16.0,2.7813333333333334,2018-6-18,120
8130,167485,2,PUBLIC USE / LIBRARY SQUA P1,155,2018-06-18 08:35:41,2018-06-18 10:13:15,0 days 01:37:37.000000000,0 days 01:37:21.000000000,5.061,Plug Out at Vehicle,Level 2,Salt Lake City,40.759426,-111.883629,714373,84404,0.75,0.75,169,0,1,2018,8.0,10.0,6.748,2018-6-18,120
8129,204591,2,PACKSIZE / CLEAN AIR 3,133,2018-06-18 08:27:39,2018-06-18 17:11:13,0 days 08:43:31.000000000,0 days 06:13:02.000000000,19.733,Plug Out at Vehicle,Level 2,Salt Lake City,40.742378,-111.981407,1301971,84111,4.25,3.0,169,0,1,2018,8.0,17.0,4.643058823529412,2018-6-18,120
8128,167437,2,PUBLIC USE / 300 SOUTH,137,2018-06-18 08:25:35,2018-06-18 12:48:19,0 days 04:22:43.000000000,0 days 03:50:55.000000000,12.199000000000002,Customer,Level 2,Salt Lake City,40.762943,-111.889496,1488501,84101,2.25,2.0,169,0,1,2018,8.0,12.0,5.421777777777779,2018-6-18,120
8127,210215,2,PACKSIZE / CLEAN AIR 10,247,2018-06-18 08:23:26,2018-06-18 10:34:43,0 days 02:11:16.000000000,0 days 01:25:11.000000000,3.9619999999999997,Plug Out at Vehicle,Level 2,Salt Lake City,40.742569,-111.98127,1079571,84104,1.0,0.75,169,0,1,2018,8.0,10.0,3.9619999999999997,2018-6-18,120
8126,182105,2,PUBLIC USE / FAIRMONT PARK,558,2018-06-18 08:02:01,2018-06-18 08:21:17,0 days 00:19:13.000000000,0 days 00:18:59.000000000,2.092,Plug Out at Vehicle,Level 2,Salt Lake City,40.722263,-111.86178600000001,2323371,84037,0.25,0.25,169,0,1,2018,8.0,8.0,8.368,2018-6-18,120
8125,186415,1,RMP NTO OFFICE / NTO WEST LOT 3,713,2018-06-18 07:58:02,2018-06-18 11:36:59,0 days 03:38:57.000000000,0 days 01:37:19.000000000,3.287,Plug Out at Vehicle,Level 2,Salt Lake City,40.771267,-111.932449,1301491,84107,1.75,0.75,169,0,1,2018,7.0,11.0,1.8782857142857143,2018-6-18,120
8124,210203,2,PACKSIZE / CLEAN AIR 7,130,2018-06-18 07:45:03,2018-06-18 17:22:06,0 days 09:37:02.000000000,0 days 02:11:38.000000000,7.736000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.742409,-111.98151399999999,1087571,84014,4.75,1.0,169,0,1,2018,7.0,17.0,1.6286315789473687,2018-6-18,120
8123,183643,1,RMP NTO OFFICE / NTO WEST LOT 2,791,2018-06-18 07:26:28,2018-06-18 11:45:17,0 days 04:18:49.000000000,0 days 03:41:59.000000000,9.613,Plug Out at Vehicle,Level 2,Salt Lake City,40.771263,-111.932381,736191,84405,2.25,1.75,169,0,1,2018,7.0,11.0,4.272444444444444,2018-6-18,120
8121,212307,1,PACKSIZE / CLEAN AIR 1,190,2018-06-18 07:17:49,2018-06-18 17:11:43,0 days 09:53:54.000000000,0 days 02:06:29.000000000,6.1610000000000005,Plug Out at Vehicle,Level 2,Salt Lake City,40.74242,-111.98172,521537,84020,5.0,1.0,169,0,1,2018,7.0,17.0,1.2322000000000002,2018-6-18,120
8156,167437,1,PUBLIC USE / 300 SOUTH,138,2018-06-18 11:51:48,2018-06-18 13:41:11,0 days 01:49:23.000000000,0 days 01:44:54.000000000,4.7,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,1406841,84098,1.0,0.75,169,0,1,2018,11.0,13.0,4.7,2018-6-18,120
8120,210199,1,PACKSIZE / CLEAN AIR 6,321,2018-06-18 07:15:27,2018-06-18 12:06:22,0 days 04:50:55.000000000,0 days 01:16:03.000000000,3.2439999999999998,Plug Out at Vehicle,Level 2,Salt Lake City,40.742577000000004,-111.981323,803613,84054,2.5,0.75,169,0,1,2018,7.0,12.0,1.2975999999999999,2018-6-18,120
8119,186285,2,RMP NTO OFFICE / NTO WEST LOT 1,796,2018-06-18 07:05:16,2018-06-18 11:16:47,0 days 04:11:31.000000000,0 days 03:47:48.000000000,13.687999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.771259,-111.93231999999999,1350161,84037,2.0,2.0,169,0,1,2018,7.0,11.0,6.843999999999999,2018-6-18,120
8118,212307,2,PACKSIZE / CLEAN AIR 1,189,2018-06-18 06:58:39,2018-06-18 16:03:46,0 days 09:05:06.000000000,0 days 02:35:39.000000000,9.789,Plug Out at Vehicle,Level 2,Salt Lake City,40.74242,-111.98172,1137391,84075,4.5,1.25,169,0,1,2018,6.0,16.0,2.175333333333333,2018-6-18,120
8117,186415,2,RMP NTO OFFICE / NTO WEST LOT 3,1529326079,2018-06-18 06:48:07,2018-06-18 11:44:32,0 days 04:56:27.000000000,0 days 04:56:04.000000000,15.394,Plug Out at Vehicle,Level 2,Salt Lake City,40.771267,-111.932449,1217291,84128,2.5,2.5,169,0,1,2018,6.0,11.0,6.1576,2018-6-18,120
8116,167347,2,PUBLIC USE / 159 S. MAIN ST,1318,2018-06-18 06:36:02,2018-06-18 08:49:55,0 days 02:13:54.000000000,0 days 02:00:46.000000000,6.352,CPS Server,Level 2,Salt Lake City,40.76569,-111.890976,1632851,84096,1.0,1.0,169,0,1,2018,6.0,8.0,6.352,2018-6-18,120
8115,183643,2,RMP NTO OFFICE / NTO WEST LOT 2,790,2018-06-18 06:33:44,2018-06-18 11:14:31,0 days 04:40:47.000000000,0 days 04:03:22.000000000,12.253,Plug Out at Vehicle,Level 2,Salt Lake City,40.771263,-111.932381,798255,84047,2.25,2.0,169,0,1,2018,6.0,11.0,5.445777777777778,2018-6-18,120
8114,167347,1,PUBLIC USE / 159 S. MAIN ST,1317,2018-06-18 06:12:59,2018-06-18 13:01:24,0 days 06:48:24.000000000,0 days 03:24:26.000000000,16.144000000000002,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,761049,84106,3.5,1.75,169,0,1,2018,6.0,13.0,4.612571428571429,2018-6-18,120
8113,182105,2,PUBLIC USE / FAIRMONT PARK,557,2018-06-18 05:58:45,2018-06-18 06:38:45,0 days 00:39:58.000000000,0 days 00:39:51.000000000,2.255,Customer,Level 2,Salt Lake City,40.722263,-111.86178600000001,623509,84115,0.25,0.25,169,0,1,2018,5.0,6.0,9.02,2018-6-18,120
8132,210241,2,PACKSIZE / CLEAN AIR 14,94,2018-06-18 08:42:11,2018-06-18 11:22:44,0 days 02:40:31.000000000,0 days 02:40:26.000000000,8.429,Plug Out at Vehicle,Level 2,Salt Lake City,40.742313,-111.981071,942421,84054,1.25,1.25,169,0,1,2018,8.0,11.0,6.7432,2018-6-18,120
8133,165161,1,PUBLIC USE / SORENSON MULTIC,1529333675,2018-06-18 08:54:42,2018-06-18 17:25:17,0 days 08:30:35.000000000,0 days 02:40:41.000000000,5.438,Plug Out at Vehicle,Level 2,Salt Lake City,40.740749,-111.914368,729853,84105,4.25,1.25,169,0,1,2018,8.0,17.0,1.2795294117647058,2018-6-18,120
8122,186285,1,RMP NTO OFFICE / NTO WEST LOT 1,797,2018-06-18 07:20:29,2018-06-18 10:14:31,0 days 02:54:02.000000000,0 days 01:45:56.000000000,5.111000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.771259,-111.93231999999999,145377,84121,1.5,1.0,169,0,1,2018,7.0,10.0,3.4073333333333338,2018-6-18,120
8135,204577,2,PACKSIZE / CLEAN AIR 4,334,2018-06-18 09:05:44,2018-06-18 13:19:57,0 days 04:14:13.000000000,0 days 00:57:19.000000000,5.07,Plug Out at Vehicle,Level 2,Salt Lake City,40.742542,-111.981163,333033,84124,2.0,0.5,169,0,1,2018,9.0,13.0,2.535,2018-6-18,120
8134,167713,2,PUBLIC USE / LIBERTY PARK,861,2018-06-18 09:02:47,2018-06-18 09:38:31,0 days 00:35:41.000000000,0 days 00:35:37.000000000,2.002,Plug Out at Vehicle,Level 2,Salt Lake City,40.746788,-111.87631200000001,747385,84093,0.25,0.25,169,0,1,2018,9.0,9.0,8.008,2018-6-18,120
8154,121987,2,FLEET / PSB-FIRE 2,1135,2018-06-18 11:49:25,2018-06-18 13:22:35,0 days 01:33:12.000000000,0 days 01:33:00.000000000,9.088,Plug Out at Vehicle,Level 2,Salt Lake City,40.758915,-111.882034,6585V,,0.75,0.75,169,0,1,2018,11.0,13.0,12.117333333333333,2018-6-18,120
8153,183643,2,RMP NTO OFFICE / NTO WEST LOT 2,792,2018-06-18 11:36:08,2018-06-18 15:47:36,0 days 04:11:28.000000000,0 days 02:26:17.000000000,6.9670000000000005,Plug Out at Vehicle,Level 2,Salt Lake City,40.771263,-111.932381,145377,84121,2.0,1.25,169,0,1,2018,11.0,15.0,3.4835000000000003,2018-6-18,120
8152,153363,1B,RMP NTO OFFICE / NTO WEST LOT FC,1105,2018-06-18 11:30:43,2018-06-18 12:49:53,0 days 01:19:10.000000000,0 days 01:18:52.000000000,41.92100000000001,Plug Out at Station,DC Fast,Salt Lake City,40.771263,-111.93251000000001,1134601,84045,0.75,0.75,169,0,1,2018,11.0,12.0,55.89466666666667,2018-6-18,120
8151,167485,2,PUBLIC USE / LIBRARY SQUA P1,157,2018-06-18 11:04:14,2018-06-18 14:00:01,0 days 02:55:47.000000000,0 days 02:48:14.000000000,8.107000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.759426,-111.883629,714373,84404,1.5,1.5,169,0,1,2018,11.0,14.0,5.404666666666667,2018-6-18,120
8150,167713,1,PUBLIC USE / LIBERTY PARK,862,2018-06-18 10:43:31,2018-06-18 12:40:00,0 days 01:56:31.000000000,0 days 01:56:10.000000000,8.985,Plug Out at Vehicle,Level 2,Salt Lake City,40.746788,-111.87631200000001,1619691,84119,1.0,1.0,169,0,1,2018,10.0,12.0,8.985,2018-6-18,120
8148,182105,1,PUBLIC USE / FAIRMONT PARK,1529337848,2018-06-18 10:04:16,2018-06-18 10:35:09,0 days 00:30:56.000000000,0 days 00:30:27.000000000,2.571,Plug Out at Vehicle,Level 2,Salt Lake City,40.722263,-111.86178600000001,1113581,84111,0.25,0.25,169,0,1,2018,10.0,10.0,10.284,2018-6-18,120
8147,169185,1,PUBLIC USE / FOREST DALE GOL,142,2018-06-18 09:57:02,2018-06-18 12:19:21,0 days 02:22:24.000000000,0 days 02:08:56.000000000,5.962999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.718914,-111.864822,1732871,84106,1.25,1.0,169,0,1,2018,9.0,12.0,4.7703999999999995,2018-6-18,120
8146,117511,2,FLEET / FLEET,1202,2018-06-18 09:55:17,2018-06-19 07:45:56,0 days 21:50:42.000000000,0 days 00:42:34.000000000,2.9589999999999996,Plug Out at Vehicle,Level 2,Salt Lake City,40.758659,-111.946701,6577V,,11.0,0.25,169,0,1,2018,9.0,7.0,0.26899999999999996,2018-6-18,120
8145,167485,1,PUBLIC USE / LIBRARY SQUA P1,156,2018-06-18 09:54:01,2018-06-18 14:58:00,0 days 05:03:58.000000000,0 days 05:03:45.000000000,31.134,Plug Out at Vehicle,Level 2,Salt Lake City,40.759426,-111.883629,838926,84103,2.5,2.5,169,0,1,2018,9.0,14.0,12.4536,2018-6-18,120
8149,182105,2,PUBLIC USE / FAIRMONT PARK,1529338736,2018-06-18 10:19:04,2018-06-18 12:58:40,0 days 02:39:35.000000000,0 days 02:39:04.000000000,9.886000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.722263,-111.86178600000001,659423,84120,1.25,1.25,169,0,1,2018,10.0,12.0,7.908800000000001,2018-6-18,120
